VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
608046,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,......  ,……,......  ,……  ,......  ,……,……,,,,,,,,,,,,,,,,,,,,,,,,,
608051,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,"The last representative of the Labor Heroes is Nurse Puff, who is highly praised by patients, please welcome her!  ","Wakil terakhir dari para Pahlawan Pekerja adalah jururawat Puff丁 gemuk yang sangat dihargai oleh pesakit, silakan!","The last representative of the Labor Heroes is Nurse Puff, who is highly praised by patients, please welcome her!  ",ตัวแทนสุดท้ายของเหล่าวีรชนแรงงานคือพยาบาลปัฟติงอ้วนที่ได้รับคะแนนนิยมจากคนไข้ เชิญเลย!  ,"At ang huling kinatawan ng mga Modelong Manggagawa ay si Nurse Puff丁 na mataba ngunit minamahal ng mga pasyente, halina’t magpakilala!  ","Perwakilan terakhir dari para Pahlawan Pekerja adalah suster Puff丁 yang montok dan sangat dihargai oleh para pasien, silakan naik panggung!","Vị đại diện cuối cùng của các Anh hùng Lao động là y tá Puff丁 béo được bệnh nhân đánh giá cao, xin mời!",,,,,,,,,,,,,,,,,,,,,,,,,
608052,,,2000,,TRUE,,,,,,,,,,282022,{y=-100;x=0},,La la la (singing while walking up to the stage)  ,La la la (menyanyi sambil berjalan ke pentas),La la la (singing while walking up to the stage)  ,ลาลาลา (ร้องเพลงพร้อมเดินขึ้นเวที)  ,La la la~ (umaawit habang umaakyat sa entablado)  ,La la la (menyanyi sambil melangkah ke panggung),La la la (vừa hát vừa bước lên sân khấu),,,,,,,,,,,,,,,,,,,,,,,,,
608053,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,......zzzZZ......  ,……zzzZZ……,......zzzZZ......  ,……zzzZZ……  ,......zzzZZ......  ,……zzzZZ……,……zzzZZ……,,,,,,,,,,,,,,,,,,,,,,,,,
608061,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,"This Labor Celebration event has concluded successfully, please Pokémon and trainers exit the hall in an orderly manner...  ","Persidangan pengiktirafan pekerja kali ini berakhir dengan kejayaan yang baik, silakan Pokémon dan pelatih keluar dengan tertib dari dewan...","This Labor Celebration event has concluded successfully, please Pokémon and trainers exit the hall in an orderly manner...  ",งานเฉลิมฉลองแรงงานในครั้งนี้จบลงอย่างสวยงาม ขอให้โปเกมอนและเทรนเนอร์ออกจากหอประชุมอย่างเป็นระเบียบ...  ,"Ang Araw ng Paggawa ay matagumpay na nagtapos, inaanyayahan ang lahat ng Pokémon at trainers na maayos na lisanin ang entablado...  ","Festival Penghargaan Pekerja tahun ini telah berakhir dengan sukses, mohon para Pokémon dan pelatih meninggalkan aula dengan tertib...","Đại hội biểu dương lao động lần này đã kết thúc thành công tốt đẹp, xin mời các Pokémon và huấn luyện viên trật tự rời khỏi hội trường...",,,,,,,,,,,,,,,,,,,,,,,,,
608062,,,2000,,TRUE,,,,,,,,,,282027,{y=-100;x=150},,Zzz... zzz...  ,Khò… khò…,Zzz... zzz...  ,คร่อก...คร่อก...  ,Zzz... zzz...  ,Zzz… zzz…,Khò… khò…,,,,,,,,,,,,,,,,,,,,,,,,,
608063,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,"......When am I supposed to go on stage, are you running for office too?  ","……bila naik pentas, kamu datang sertai pilihan raya juga ya?","......When am I supposed to go on stage, are you running for office too?  ",……ขึ้นเวทีตั้งแต่เมื่อไหร่กัน นายก็มาเลือกตั้งด้วยเหรอ?  ,...Kailan ka pa umakyat sa entablado? Sasali ka rin pala?  ,"……kapan kamu naik panggung, kamu juga ikut pencalonan ya?","……lúc nào lên sân khấu vậy, bạn cũng đến tham gia tranh cử à?",,,,,,,,,,,,,,,,,,,,,,,,,
608064,,,2000,,TRUE,,,,,,,,,,282027,{y=-100;x=150},,(Snoring and nodding) Zzz... zzz...  ,(Sambil berdengkur dan mengangguk) Khò… khò…,(Snoring and nodding) Zzz... zzz...  ,(กรนไปพยักหน้าไป) คร่อก...คร่อก...  ,(Habang natutulog ay tumango) Zzz... zzz...  ,(Mengangguk sambil mendengkur) Zzz… zzz…,(Vừa ngáy vừa gật đầu) Khò… khò…,,,,,,,,,,,,,,,,,,,,,,,,,
608065,,,2000,,TRUE,,,,,,,,2,<888>,,{y=100;x=0},,"We’re the hardest-working Pokémon chosen by everyone, are you sure...? (Gets punched off the stage)... not...?  ","Kami adalah Pokémon yang paling rajin, dipilih oleh semua orang, pasti...? (ditumbuk dan terbang keluar dari arena)... tidak...?","We’re the hardest-working Pokémon chosen by everyone, are you sure...? (Gets punched off the stage)... not...?  ",พวกเราเป็นโปเกมอนที่ขยันที่สุดที่ทุกคนโหวตให้นะ นายแน่ใจ...?(ถูกต่อยกระเด็นออกจากเวที)...หรือเปล่า...?  ,"Kami ang pinakamasipag na Pokémon na pinili ng lahat, sigurado ka ba...? (lumipad palayo matapos suntukin)... hindi...?  ","Kami terpilih sebagai Pokémon paling rajin pilihan semua orang, kamu yakin...? (dipukul terbang keluar panggung)... nggak...?","Chúng tôi là Pokémon chăm chỉ nhất do mọi người bình chọn đó, cậu chắc chắn...? (bị đấm bay ra khỏi sân đấu)... không...?",,,,,,,,,,,,,,,,,,,,,,,,,
608066,,,2000,,TRUE,,,,,,,,,,282027,{y=-100;x=150},,"(Sleeping girl glances at the hall, then lazily turns over, seeing two large characters written on her backside: ""Vote for me!"")  ","(Gadis tidur melirik dewan, kemudian malas berpusing, hanya nampak dua perkataan besar di belakang: Undi saya!)","(Sleeping girl glances at the hall, then lazily turns over, seeing two large characters written on her backside: ""Vote for me!"")  ","(ลืมตามองเวทีอย่างขี้เกียจแล้วพลิกตัว เห็นก้นมีคำว่า ""เลือกฉัน!"" ตัวโตเขียนอยู่)  ","(Nakapikit, tamad na bumaling ng posisyon, at sa puwet ay nakasulat nang malaki: I-BOTO AKO!)  ","(Melirik aula dengan malas sambil setengah tidur, lalu berguling pelan, terlihat di pantat tertulis dua huruf besar: Pilih aku!)","(Ngái ngủ liếc nhìn hội trường, rồi lười biếng trở mình, chỉ thấy trên mông viết hai chữ to tướng: Bầu tôi!)",,,,,,,,,,,,,,,,,,,,,,,,,
609010,,,2000,,TRUE,,,,,,,,,<1>,,,,What’s going on up ahead? It looks like there’s a fire?  ,Apa yang berlaku di depan sana? Kenapa macam ada kebakaran?,What’s going on up ahead? It looks like there’s a fire?  ,เกิดอะไรขึ้นข้างหน้า? ทำไมเหมือนไฟไหม้เลย?  ,Anong nangyayari sa unahan? Para bang may sunog?  ,Apa yang terjadi di depan sana? Kenapa seperti ada kebakaran?,Chuyện gì xảy ra phía trước vậy? Sao trông như có cháy thế?,,,,,,,,,,,,,,,,,,,,,,,,,
609012,,2000,2000,,TRUE,,,,,,,,,<1>,,,,"Oh! It’s the flame from the little Chimchar... Wait, why do those heroes seem to be attacking it?  ","Oh! Itu api yang keluar dari Khỉ Lửa kecil tu... Tunggu, kenapa beberapa pahlawan tu macam menyerang dia?","Oh! It’s the flame from the little Chimchar... Wait, why do those heroes seem to be attacking it?  ",โอ้! เปลวไฟมาจากเจ้าลิงไฟตัวนั้น... เดี๋ยวก่อน ทำไมพวกฮีโร่เหมือนกำลังรุมโจมตีมันอยู่ล่ะ?  ,"Oh! Apoy ‘yan mula sa isang munting Chimchar... Sandali, bakit parang inaatake siya ng mga bayani?!  ","Oh! Itu api dari si Chimchar kecil... Tunggu, kenapa para pahlawan itu malah menyerangnya?","Ồ! Là ngọn lửa phát ra từ con Khỉ Lửa nhỏ kia... Chờ đã, sao mấy anh hùng kia hình như đang tấn công nó vậy?",,,,,,,,,,,,,,,,,,,,,,,,,
609013,,,2000,,TRUE,,,,,,,,,,,,,A group of cruel heroes is surrounding a little fire monkey that’s covered in injuries.  ,Hanya nampak sekumpulan pahlawan jahat sedang mengepung Khỉ Lửa kecil yang penuh luka.,A group of cruel heroes is surrounding a little fire monkey that’s covered in injuries.  ,เห็นกลุ่มฮีโร่โหดเหี้ยมกำลังรุมลิงไฟตัวน้อยที่บาดเจ็บหนัก  ,May grupo ng masasamang bayani na sabay-sabay umatake sa isang sugatang Chimchar.  ,Terlihat sekelompok pahlawan galak sedang mengepung dan menyerang seekor Chimchar kecil yang penuh luka.,Chỉ thấy một đám anh hùng hung ác đang vây công một con khỉ lửa nhỏ đầy thương tích.,,,,,,,,,,,,,,,,,,,,,,,,,
609014,,,2000,,TRUE,,,,,,,,2,,2021,{y=-150;x=0},,Hmm...  ,Eh...,Hmm...  ,อืม...  ,Hmm...  ,Hmm...,Ừm...,,,,,,,,,,,,,,,,,,,,,,,,,
609015,,,2000,,TRUE,,,,,,,,,<1>,,,,"Hey, hey, stop it, don’t bully one little guy with so many of you, that’s too much!  ","Hei hei, berhenti lah, ramai-ramai begitu nak buli seorang, memang keterlaluan!","Hey, hey, stop it, don’t bully one little guy with so many of you, that’s too much!  ",นี่ ๆ หยุดมือกันเดี๋ยวนี้ พวกเยอะไปรังแกคนเดียว มันเกินไปแล้วนะ!  ,Hoy kayo! Tama na ‘yan! Ang dami-dami n’yo tapos inaapi n’yo ang isa lang? Sobra na kayo!  ,"Hei hei, hentikan! Ramai-ramai seperti ini menindas satu orang, itu terlalu keterlaluan!","Này này, dừng tay lại đi, đông người như vậy mà bắt nạt một người, quá đáng lắm rồi!",,,,,,,,,,,,,,,,,,,,,,,,,
609016,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Protect Chimchar and defeat the other heroes!  ,"Keadaan menang: Lindungi Chimchar, kalahkan para pahlawan lain!",Win Condition: Protect Chimchar and defeat the other heroes!  ,เงื่อนไขชนะ: ปกป้อง Chimchar เอาชนะพวกฮีโร่!  ,"Kondisyon ng Panalo: Protektahan si Chimchar, talunin ang ibang bayani!  ","Syarat kemenangan: Lindungi Chimchar, kalahkan para pahlawan lainnya!","Điều kiện thắng: Bảo vệ Chimchar, đánh bại các anh hùng khác!",,,,,,,,,,,,,,,,,,,,,,,,,
609018,,,2000,,TRUE,,,,,,,,,<1>,,,,Phew... We managed to drive them off for now.  ,Huf... Sementara ini berjaya menangkis mereka.,Phew... We managed to drive them off for now.  ,เฮ้อ... ตอนนี้ไล่พวกนั้นไปได้ชั่วคราวแล้ว  ,Haaah... Napalayas natin sila pansamantala.  ,Fiu... Untuk sementara berhasil memukul mundur mereka.,Phù... Tạm thời đánh lui được chúng rồi.,,,,,,,,,,,,,,,,,,,,,,,,,
609019,,,2000,,TRUE,,,,,,,,,<1>,,,,"Are you okay, Little Fire Monkey?  ","Apa yang terjadi, Si Kera Api?","Are you okay, Little Fire Monkey?  ",ไม่เป็นไรนะ เจ้า Chimchar  ,"Ayos ka lang ba, Chimchar?  ","Kau tidak apa-apa kan, Si Kera Api Kecil?","Bạn không sao chứ, Tiểu Hỏa Hầu!",,,,,,,,,,,,,,,,,,,,,,,,,
609021,,,2000,,TRUE,,,,,,,,,<1>,,,,"Oh no, I accidentally hurt Little Chimchar.  ","Oh tidak, saya telah terluka Tiểu Hỏa Hầu.","Oh no, I accidentally hurt Little Chimchar.  ",โอ้ ไม่นะ พลาดทำเจ้า Chimchar บาดเจ็บแล้ว  ,"Ay naku, baka nasaktan ko siya...  ","Aduh, tak sengaja melukai Si Kera Api Kecil rồi.","Ôi trời, lỡ làm bị thương Tiểu Hỏa Hầu rồi.",,,,,,,,,,,,,,,,,,,,,,,,,
609025,,,2000,,TRUE,,,,,,,,2,,2021,{y=-150;x=0},,Sob... (in pain) Ugh... aaaaah!!!  ,Huh... (sakit) Khak... a a a a!!!,Sob... (in pain) Ugh... aaaaah!!!  ,ฮึก... (เจ็บปวด) แฮ่ก... อ๊ากกกก!!!  ,Huhu... (nasasaktan) Khak... aaaahhh!!!  ,Hiks... (kesakitan) Khak... a a a a!!!,Hức... (đau đớn) Khặc... á á á á!!!,,,,,,,,,,,,,,,,,,,,,,,,,
609026,,,2000,,TRUE,,,,,,,,,<1>,,,,"What’s wrong, Little Chimchar?  ","Apa yang berlaku, Si Kera Api?","What’s wrong, Little Chimchar?  ",เกิดอะไรขึ้น Chimchar?  ,"Anong nangyayari sa ‘yo, Chimchar?!  ","Apa yang terjadi, Si Kera Api?","Có chuyện gì vậy, Tiểu Hỏa Hầu?",,,,,,,,,,,,,,,,,,,,,,,,,
609027,,,2000,,TRUE,,,,,,,,,,,,,"The little flame on Chimchar’s tail suddenly erupts into a wild fire that burns everything around it, with its tail spitting out flame columns that twist like fiery snakes.  ","Api kecil yang lemah dari Si Kera Api tiba-tiba meletus menjadi api yang hebat, membakar sekeliling, ekornya memancarkan tiang api yang berliku-liku seperti ular api.","The little flame on Chimchar’s tail suddenly erupts into a wild fire that burns everything around it, with its tail spitting out flame columns that twist like fiery snakes.  ",เปลวไฟเล็ก ๆ บนตัว Chimchar ระเบิดกลายเป็นเปลวไฟรุนแรงลุกโชนรอบตัว หางของมันพ่นเปลวไฟราวกับงูไฟ  ,Ang mahinang apoy ng buntot ni Chimchar biglang naging napakalakas at nagsimulang sunugin ang paligid. Ang buntot niya ay nagpapalabas ng apoy na tila sumasayaw na mga ahas.  ,"Api kecil yang lemah dari Chimchar tiba-tiba meledak menjadi kobaran api dahsyat yang membakar sekeliling, ekornya menyemburkan tiang-tiang api seperti ular api.","Ngọn lửa nhỏ yếu ớt của Hỏa Hầu bỗng bùng nổ thành ngọn lửa dữ dội thiêu đốt xung quanh, đuôi nó phun ra những cột lửa uốn lượn như rắn lửa.",,,,,,,,,,,,,,,,,,,,,,,,,
609028,,,2000,,TRUE,,,,,,,,,<1>,,,,The fire’s so strong...  ,Api yang kuat sekali...,The fire’s so strong...  ,ไฟแรงมาก...  ,Grabe ang lakas ng apoy...  ,Apinya sangat kuat...,Ngọn lửa mạnh mẽ quá...,,,,,,,,,,,,,,,,,,,,,,,,,
609029,,,2000,,TRUE,,,,,,,,,,,,,"Suddenly, Little Chimchar’s body emits a dazzling white light.  ","Tiba-tiba, tubuh Si Kera Api mengeluarkan satu aliran cahaya putih yang terang.","Suddenly, Little Chimchar’s body emits a dazzling white light.  ",ทันใดนั้น ร่าง Chimchar เปล่งแสงสีขาวเจิดจ้า  ,Biglang lumiwanag ang buong katawan ni Chimchar sa puting liwanag!  ,"Tiba-tiba, tubuh Si Kera Api memancarkan cahaya putih menyilaukan.","Đột nhiên, cơ thể Tiểu Hỏa Hầu phát ra một luồng ánh sáng trắng chói lọi.",,,,,,,,,,,,,,,,,,,,,,,,,
609030,,,2000,,TRUE,,,,,,,,,<1>,,,,Could this be—evolution!?  ,Adakah ini—evolusi!?,Could this be—evolution!?  ,นี่มัน—วิวัฒนาการ!?  ,Ito ba ay—Ebolusyon!?  ,Jangan-jangan ini—evolusi!?,Đây chẳng lẽ là—tiến hóa!?,,,,,,,,,,,,,,,,,,,,,,,,,
609031,,,2000,,TRUE,,,,,,,,2,,2022,{y=-150;x=0},,"Hey ka ~ hey ka a a!! (Chimchar evolves, eyes red, continuously spitting fire around)  ",Hây ka ~ hây ka a a!! (Khỉ Đầu Lửa berubah dengan mata merah terus mengeluarkan api ke sekeliling),"Hey ka ~ hey ka a a!! (Chimchar evolves, eyes red, continuously spitting fire around)  ",ฮ่าก้า~ฮ่าก้าอ๊ากก!! (Monferno แดงก่ำ พ่นไฟรอบตัวไม่หยุด)  ,"Hyaaah ka~ hyaaah kaaa!! (Si Monferno ay nag-evolve at sobrang galit, nagsimulang magbuga ng apoy sa paligid)  ","Hya ka ~ hya ka a a!! (Monferno berevolusi dengan mata merah, menyemburkan api terus-menerus ke sekitarnya)",Hây ka ~ hây ka a a!! (Khỉ Đầu Lửa tiến hóa đỏ mắt liên tục phun lửa ra xung quanh),,,,,,,,,,,,,,,,,,,,,,,,,
609032,,,2000,,TRUE,,,,,,,,,<1>,,,,"This is bad, Monferno seems to have lost control and gone berserk!  ","Tak baik, Monferno nampaknya kehilangan kawalan dan menjadi marah!","This is bad, Monferno seems to have lost control and gone berserk!  ",แย่แล้ว Monferno ดูเหมือนจะควบคุมตัวเองไม่ได้แล้ว!  ,Hindi maganda ‘to! Mukhang nawalan ng kontrol si Monferno!  ,"Gawat, Monferno tampaknya kehilangan kendali dan mengamuk!","Không hay rồi, Monferno có vẻ mất kiểm soát và nổi điên lên!",,,,,,,,,,,,,,,,,,,,,,,,,
609033,,,2000,,TRUE,,,,,,,,,<1>,,,,"Calm down, Monferno!  ","Tenanglah, Monferno!","Calm down, Monferno!  ",ใจเย็นก่อน Monferno!  ,"Magpakalma ka, Monferno!  ","Sadarlah, Monferno!","Tỉnh táo lại đi, Monferno!",,,,,,,,,,,,,,,,,,,,,,,,,
609034,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Control the out-of-control Mankey.  ,Keadaan menang: Kawal Mankey yang sedang marah dan hilang kawalan.,Win Condition: Control the out-of-control Mankey.  ,เงื่อนไขชนะ: ควบคุมลิง Monferno ที่กำลังบ้าคลั่งให้ได้  ,Kondisyon ng Panalo: Pigilan si Monferno na nawawala sa kontrol.  ,Syarat kemenangan: Hentikan Monferno yang sedang mengamuk tak terkendali.,Điều kiện chiến thắng: Khống chế được khỉ Mankey đang phát cuồng mất kiểm soát.,,,,,,,,,,,,,,,,,,,,,,,,,
609040,,,2000,,TRUE,,,,,,,,,<1>,,,,"Mighty Fire Monkey, are you okay?  ","Mãnh Hỏa Hầu, kamu tak apa-apa, kan?","Mighty Fire Monkey, are you okay?  ",Infernape นายไม่เป็นไรนะ?  ,"Monferno, ayos ka lang?!  ","Infernape, kau tak apa-apa kan?","Mãnh Hỏa Hầu, cậu không sao chứ?",,,,,,,,,,,,,,,,,,,,,,,,,
609041,,,2000,,TRUE,,,,,,,,2,,2723,{y=-150;x=0},,Hey!  ,Eh ha!,Hey!  ,เอ้ฮ่า!  ,Eha!  ,E ha!,Ê ha!,,,,,,,,,,,,,,,,,,,,,,,,,
609042,,,2000,,TRUE,,,,,,,,,,,,,"Stone blades rush toward you, and a group of cruel heroes descends from the sky.  ","Beberapa batu besar terbang melintas halang jalanmu, dan sekumpulan pahlawan jahat muncul dari langit.","Stone blades rush toward you, and a group of cruel heroes descends from the sky.  ",หินแหลมพุ่งเข้าขวางทางคุณ และกลุ่มฮีโร่โหดเหี้ยมอีกกลุ่มหนึ่งกระโจนลงมาจากท้องฟ้า  ,"Biglang may mga talim ng bato na lumitaw sa daraanan mo, at isa pang grupo ng masasamang bayani ang bumagsak mula sa langit.  ","Batu-batu tajam meluncur menghalangi jalanmu, dan sekelompok pahlawan galak lain turun dari langit.","Những lưỡi đá lao tới cản đường bạn, và một đám anh hùng hung ác khác từ trên trời giáng xuống.",,,,,,,,,,,,,,,,,,,,,,,,,
609044,,,2000,,TRUE,,,,,,,,,<1>,,,,"This is bad, looks like these new heroes are allies of the ones from before.  ","Aduh, nampaknya pahlawan-pahlawan ini adalah sekutu dengan yang tadi.","This is bad, looks like these new heroes are allies of the ones from before.  ",แย่แล้ว ดูเหมือนพวกฮีโร่กลุ่มนี้จะเป็นพวกเดียวกับเมื่อกี้  ,"Delikado, mukhang kasabwat sila ng naunang grupo!  ","Gawat, tampaknya mereka adalah sekutu dari para pahlawan sebelumnya.","Tệ rồi, xem ra đám anh hùng này là đồng bọn với đám lúc nãy.",,,,,,,,,,,,,,,,,,,,,,,,,
609045,,,2000,,TRUE,,,,,,,,,<1>,,,,We need to quickly protect the fire monkey.  ,Perlulah segera melindungi si monyet api.,We need to quickly protect the fire monkey.  ,ต้องรีบปกป้อง Monferno  ,Kailangan nating protektahan si Monferno agad-agad!  ,Kita harus segera lindungi Monferno.,Phải nhanh chóng bảo vệ khỉ đầu lửa.,,,,,,,,,,,,,,,,,,,,,,,,,
609046,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Defeat the heroes causing trouble.  ,Keadaan menang: Kalahkan para pahlawan yang mengganggu.,Win Condition: Defeat the heroes causing trouble.  ,เงื่อนไขชนะ: เอาชนะพวกฮีโร่ที่เข้ามาก่อกวน  ,Kondisyon ng Panalo: Talunin ang mga bayani na nanggugulo!  ,Syarat kemenangan: Kalahkan para pahlawan pengacau.,Điều kiện chiến thắng: Đánh bại các anh hùng đến quấy rối.,,,,,,,,,,,,,,,,,,,,,,,,,
609050,,,2000,,TRUE,,,,,,,,,<1>,,,,"Pikachu, Thunderbolt!  ","Pikachu, sepuluh ribu volt!","Pikachu, Thunderbolt!  ","Pikachu, หนึ่งแสนโวลต์!  ","Pikachu, sampung libong volt!  ","Pikachu, Serangan 100 Ribu Volt!","Pikachu, mười vạn volt!",,,,,,,,,,,,,,,,,,,,,,,,,
609051,,,2000,,TRUE,,,,,,,,,,92,{y=-100;x=60},,Pika-chu!  ,Pika-chu!,Pika-chu!  ,ปิก้าชู!  ,Pika-chuuu!,Pika-chu!,Pika-chu!,,,,,,,,,,,,,,,,,,,,,,,,,
609052,,,2000,,TRUE,,,,,,,,,,,,,"Crocô tried his best to dodge Pikachu's Thunderbolt, but the electricity hit the grass behind him, waking up Slaking, who was sleeping.","Crocô cuba mengelak serangan Sepuluh Ribu Volt dari Pikachu, aliran elektrik mengenai semak di belakangnya, mengejutkan Slaking yang sedang tidur.","Crocô tried his best to dodge Pikachu's Thunderbolt, but the electricity hit the grass behind him, waking up Slaking, who was sleeping.",Crocô พยายามหลบการโจมตีของ Pikachu อย่างเต็มที่ กระแสไฟฟ้าฟาดเข้าใส่พุ่มไม้ด้านหลัง ปลุกให้ Slaking ที่หลับอยู่ตื่นขึ้น  ,"Sinikap ni Crocô hết sức upang makaiwas sa Thunderbolt ni Pikachu, pero tumama ang kuryente sa damuhan sa likod niya, na siyang gumising kay Slaking na natutulog.  ","Crocô berusaha sekuat tenaga menghindari Serangan 100 Ribu Volt dari Pikachu, tapi arus listriknya malah menyambar semak-semak di belakangnya dan membangunkan Slaking yang sedang tidur.","Crocô đã cố gắng hết sức để né tránh chiêu Mười Vạn Volt của Pikachu, dòng điện đánh vào bụi cỏ phía sau hắn, đánh thức Slaking đang ngủ.",,,,,,,,,,,,,,,,,,,,,,,,,
609053,,,2000,,TRUE,,,,,,,,2,,1423,{y=-100;x=0},,……,......,……,……  ,......  ,……,……,,,,,,,,,,,,,,,,,,,,,,,,,
609054,,,2000,,TRUE,,,,,,,,2,,2723,{y=-150;x=0},,"Quickly, like oil on your feet.  ",Lari cepat macam sapu minyak!,"Quickly, like oil on your feet.  ",หนีสิ หนีเร็วเหมือนทาน้ำมันไว้ที่เท้า  ,Takbo agad na parang may langis sa paa.  ,Kabur secepat kilat seperti diolesi minyak.,Chuồn lẹ như bôi dầu vào chân.,,,,,,,,,,,,,,,,,,,,,,,,,
609055,,,2000,,TRUE,,,,,,,,,<1>,,,,"Oh, sorry, Regirock, we didn’t mean to...  ","Oh, maaf, Regirock, kami tak sengaja...","Oh, sorry, Regirock, we didn’t mean to...  ",โอ้ ขอโทษนะ Regirock พวกเราไม่ได้ตั้งใจ...  ,"Ay, pasensya na, Regirock, hindi namin sinasadya...  ","Oh, maaf, Regirock, kami tidak sengaja...","Ồ, xin lỗi, Regirock, chúng tôi không cố ý...",,,,,,,,,,,,,,,,,,,,,,,,,
609056,,,2000,,TRUE,,,,,,,,2,,1423,{y=-100;x=0},,Aaahhhh! (Angrily pounds its chest!)  ,A a a a a a a a! (Marah sambil menumbuk dada!),Aaahhhh! (Angrily pounds its chest!)  ,อ๊ากกกกกก! (โกรธต่อยหน้าอก!)  ,"Aaaaahhh! (Galit na galit, suntok-suntok ang dibdib!)  ",A a a a a a a a! (Marah dan menghantam dada!),Á á á á á á á á! (Tức giận đấm ngực!),,,,,,,,,,,,,,,,,,,,,,,,,
609057,,,2000,,TRUE,,,,,,,,,<1>,,,,"I can’t stand it any longer, it’s time to face this head-on...  ","Tak boleh tahan lagi, hanya boleh lawan terus...","I can’t stand it any longer, it’s time to face this head-on...  ",พูดไม่รู้เรื่องแล้ว แบบนี้คงต้องสู้กันเท่านั้น...  ,"Wala nang pakikipag-usap, kailangan na lang lumaban...  ","Tidak bisa diajak bicara baik-baik, satu-satunya jalan adalah bertarung...","Hoàn toàn không thể nghe lọt tai, chỉ có thể nghênh chiến thôi...",,,,,,,,,,,,,,,,,,,,,,,,,
609058,,,2000,,TRUE,,,,,1,,,,,,{y=400;x=-100},,Win Condition: Defeat the enraged Slaking  ,Keadaan menang: Kalahkan Slaking yang marah.,Win Condition: Defeat the enraged Slaking  ,เงื่อนไขชนะ: เอาชนะ Slaking ที่โกรธจัด  ,Kondisyon ng Panalo: Talunin ang galit na Slaking  ,Syarat kemenangan: Kalahkan Slaking yang sedang mengamuk,Điều kiện thắng: Đánh bại Slaking cuồng nộ,,,,,,,,,,,,,,,,,,,,,,,,,
609060,,,2000,,TRUE,,,,,,,,,<1>,,,,"Hmm, this Slaking has incredibly strong fighting power!  ","Hmm, Slaking ni kuat sangat!","Hmm, this Slaking has incredibly strong fighting power!  ",อืม เจ้า Slaking ตัวนี้แข็งแกร่งมาก!  ,"Hmm, ang lakas makipaglaban ng Slaking na ‘to!  ","Hmm, Slaking ini punya kekuatan tempur yang luar biasa!","Ừm, con Slaking này có sức chiến đấu mạnh mẽ quá!",,,,,,,,,,,,,,,,,,,,,,,,,
609061,,,2000,,TRUE,,,,,,,,,,,,,"Vigoroth, in a furious rage, throws a punch with all its might, about to hit the exhausted Pikachu –  ","Vigoroth yang tengah marah melontar satu pukulan kuat, hampir mengenai Pikachu yang sudah keletihan –","Vigoroth, in a furious rage, throws a punch with all its might, about to hit the exhausted Pikachu –  ",Vigoroth กำลังฮึกเหิมและเหวี่ยงหมัดใส่ Pikachu ที่กำลังหมดแรงอย่างเต็มที่ –  ,Si Vigoroth ay galit na galit at binigwasan si Pikachu na nanghihina –  ,"Vigoroth sedang mengamuk, mengayunkan pukulan keras, hampir mengenai Pikachu yang sudah kelelahan –","Vigoroth đang hăng máu vung một đấm hết sức, sắp sửa trúng Pikachu đang kiệt sức –",,,,,,,,,,,,,,,,,,,,,,,,,
609062,,,2000,,TRUE,,,,,,,,,<1>,,,,"Pikachu, be careful!  ",Pikachu hati-hati!,"Pikachu, be careful!  ",Pikachu ระวัง!  ,"Pikachu, mag-ingat ka!  ","Pikachu, hati-hati!",Pikachu cẩn thận!,,,,,,,,,,,,,,,,,,,,,,,,,
