8055,crossMineRoleRankCloseTips,"The season hasn't started yet, no ranking or personal rewards can be received!","Hiện tại chưa bắt đầu mùa giải, không thể nhận xếp hạng và phần thưởng cá nhân!","Musim belum bermula, tidak boleh menerima pangkat dan ganjaran peribadi!","The season hasn't started yet, no ranking or personal rewards can be received!","Saat ini musim belum dimulai, tidak dapat menerima peringkat dan hadiah pribadi!",ยังไม่เริ่มซีซัน ไม่สามารถรับอันดับและรางวัลบุคคลได้!,"Hindi pa nagsimula ang season, hindi maaaring tanggapin ang ranking at mga personal na gantimpala!"
8056,crossMineRankNoChange,Ranking remains unchanged,Xếp hạng không thay đổi,Pangkat tidak berubah,Ranking remains unchanged,Peringkat tidak berubah,อันดับไม่เปลี่ยนแปลง,Walang pagbabago sa ranking
8057,crossMineRankNoChangeByRevenge,Revenge does not change the ranking,Trả thù không làm thay đổi xếp hạng,Membalas dendam tidak mengubah pangkat,Revenge does not change the ranking,Balas dendam tidak mengubah peringkat,การล้างแค้นไม่ส่งผลต่ออันดับ,Hindi binabago ng paghihiganti ang ranking
8058,everydayGainGold,Daily accumulation,Tích lũy hàng ngày,Pengumpulan harian,Daily accumulation,Akumulasi harian,สะสมประจำวัน,Araw-araw na akumulasyon
8059,unionAnswerNoGift,This question attempt does not receive any rewards,Lần trả lời câu hỏi này không nhận được phần thưởng nào,Jawapan soalan kali ini tidak menerima ganjaran,This question attempt does not receive any rewards,Tidak ada hadiah yang diterima dari jawaban pertanyaan ini,การตอบคำถามครั้งนี้ไม่ได้รับรางวัลใดๆ,Ang pagkakataong ito ng pagsagot sa tanong ay walang gantimpala
8060,preServers,Last server merge:,Ghép server kỳ trước:,Gabungan server minggu lepas:,Last server merge:,Gabung server sebelumnya:,การรวมเซิร์ฟเวอร์ซีซันก่อน:,Pagsamahin ang server mula sa nakaraang season:
8061,dailyAssistant,Daily assistant,Trợ lý hàng ngày,Penolong harian,Daily assistant,Asisten harian,ผู้ช่วยประจำวัน,Araw-araw na assistente
8062,reward,Claim rewards,Nhận thưởng,Terima ganjaran,Claim rewards,Terima hadiah,รับรางวัล,Kumuha ng mga gantimpala
8063,battleSignUp,Sign up for battle,Đăng ký chiến đấu,Daftar untuk bertarung,Sign up for battle,Daftar untuk bertarung,ลงทะเบียนเข้าร่วมต่อสู้,Magparehistro para sa laban
8064,quickAdventure,Fast adventure,Phiêu lưu nhanh,Pengembaraan pantas,Fast adventure,Petualangan cepat,ผจญภัยด่วน,Mabilis na paglalakbay
8065,unionMatters,Guild work,Công việc hội đoàn,Kerja persatuan,Guild work,Pekerjaan guild,ภารกิจกิลด์,Mga gawain ng guild
8066,reset,Reset,Đặt lại,Set semula,Reset,Setel ulang,รีเซ็ต,I-reset
8067,replacementMethod,Change method,Thay đổi cách thức,Tukar cara,Change method,Ganti cara,เปลี่ยนรูปแบบ,Baguhin ang paraan
8068,oneClickCardDraw,One-click draw,Rút thẻ một chạm,Tarik kad satu sentuhan,One-click draw,Tarik kartu satu kali,สุ่มการ์ดทันที,Mag-swipe ng card ng isang tap
8069,oneClickRegistration,Register once,Đăng ký một lần,Daftar sekali,Register once,Daftar sekali,ลงทะเบียน,Magparehistro isang beses
8070,oneClickDoing,Perform once,Thực hiện một lần,Laksanakan sekali,Perform once,Lakukan sekali,ดำเนินการทันที,Gawin ng isang beses
8071,oneClickCompletion,Complete once,Hoàn thành một lần,Selesaikan sekali,Complete once,Selesaikan sekali,ทำสำเร็จทันที,Natapos ng isang beses
8072,dailyAssistantFreeDrawCard,Free draw today:,Rút thẻ miễn phí hôm nay:,Tarik kad percuma hari ini:,Free draw today:,Tarik kartu gratis hari ini:,สุ่มการ์ดฟรีวันนี้:,Libre na pagkuha ng card ngayon:
8073,dailyAssistantWish,Current wish:,Ước nguyện hiện tại:,Keinginan semasa:,Current wish:,Keinginan saat ini:,ความปรารถนาปัจจุบัน:,Kasalukuyang hiling:
8074,dailyAssistantLeftTimes,Remaining draws today:,Số lần còn lại hôm nay:,Bilangan kali yang tinggal hari ini:,Remaining draws today:,Sisa kali penggunaan hari ini:,จำนวนครั้งที่เหลือวันนี้:,Natitirang bilang ngayon:
8075,dailyAssistantSpeedTimes,Remaining random speed-up attempts today:,Số lần tăng tốc ngẫu nhiên hôm nay:,Bilangan kali peningkatan rawak hari ini:,Remaining random speed-up attempts today:,Sisa kali percepatan acak hari ini:,จำนวนครั้งเร่งแบบสุ่มวันนี้:,Natitirang random na bilis ng pagbilis ngayon:
8076,dailyAssistantFreeDrawCardItem,Free treasure hunt today:,Tìm kho báu miễn phí hôm nay:,Cari harta percuma hari ini:,Free treasure hunt today:,Cari harta gratis hari ini:,ค้นหาขุมทรัพย์ฟรีวันนี้:,Libre na paghahanap ng yaman ngayon:
8077,dailyAssistantFreeGem,Free reward draw today:,Rút thưởng miễn phí hôm nay:,Tarik ganjaran percuma hari ini:,Free reward draw today:,Tarik hadiah gratis hari ini:,รับรางวัลฟรีวันนี้:,Libre na pagkuha ng premyo ngayon:
8078,dailyAssistantFreeGainGold,#Pfont/youmi.ttf##C0x5B545B#Today's free accumulation: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Automatically receive the treasure chest after reaching the number of attempts),#Pfont/youmi.ttf##C0x5B545B#Tích lũy miễn phí hôm nay: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Đạt đủ số lần tự động nhận rương báu),#Pfont/youmi.ttf##C0x5B545B#Pengumpulan percuma hari ini: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Mencapai bilangan kali yang cukup untuk secara automatik menerima peti harta),#Pfont/youmi.ttf##C0x5B545B#Today's free accumulation: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Automatically receive the treasure chest after reaching the number of attempts),"#Pfont/youmi.ttf##C0x5B545B#Akumulasi gratis hari ini: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Sudah cukup jumlah, otomatis menerima peti harta)",#Pfont/youmi.ttf##C0x5B545B#สะสมฟรีวันนี้: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (ถึงจำนวนครั้งจะรับหีบสมบัติอัตโนมัติ),"#Pfont/youmi.ttf##C0x5B545B#Libreng akumulasyon ngayon: #Pfont/youmi.ttf##C0xE79900#%s #Pfont/youmi.ttf##C0x5B545B# (Kumpleto ang bilang ng mga pagkakataon, awtomatikong makakakuha ng chest)"
8079,dailyAssistantEndlessGate,#Pfont/youmi.ttf##C0x5B545B# Current position: door #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B# Vị trí hiện tại: cửa #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B# Lokasi semasa: pintu #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B# Current position: door #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B# Posisi saat ini: pintu #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B# ตำแหน่งปัจจุบัน: ด่าน #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#,#Pfont/youmi.ttf##C0x5B545B#Kasalukuyang lokasyon: pinto #Pfont/youmi.ttf##C0xE79900# %s #Pfont/youmi.ttf##C0x5B545B#
8080,leftHP,Remaining HP,Máu còn lại,Darah yang tinggal,Remaining HP,Sisa HP,พลังชีวิตที่เหลือ,Natitirang buhay
8081,leftTimesToCrossFishing,Do you want to dedicate all your fishing attempts today to the fishing competition?,Bạn có muốn dành toàn bộ số lần câu cá hôm nay cho cuộc thi câu cá không?,Adakah anda ingin menggunakan semua bilangan pancingan hari ini untuk pertandingan memancing?,Do you want to dedicate all your fishing attempts today to the fishing competition?,Apakah Anda ingin menghabiskan seluruh jumlah pancingan hari ini untuk kompetisi memancing?,คุณต้องการใช้จำนวนครั้งตกปลาวันนี้ทั้งหมดสำหรับการแข่งขันตกปลาหรือไม่?,Gusto mo bang gamitin ang lahat ng pagkakataon para sa pangingisda sa araw na ito para sa fishing competition?
8082,dailyAssistantCraftText,Registration time: 10:00-19:50,Thời gian đăng ký: 10:00-19:50,Masa pendaftaran: 10:00-19:50,Registration time: 10:00-19:50,Waktu pendaftaran: 10:00-19:50,เวลาเปิดรับสมัคร: 10:00-19:50,Oras ng pagpaparehistro: 10:00-19:50
8083,dailyAssistantUnionFighttText,"Registration ends at 20:50, the competition starts at 21:00","20:50 kết thúc đăng ký, 21:00 bắt đầu thi đấu","Pendaftaran tamat pada 20:50, pertandingan bermula pada 21:00","Registration ends at 20:50, the competition starts at 21:00","Pendaftaran berakhir pukul 20:50, kompetisi dimulai pukul 21:00","20:50 ปิดรับสมัคร, 21:00 เริ่มการแข่งขัน","19:50 magtatapos ang pagpaparehistro, magsisimula ang kumpetisyon sa 21:00"
8084,dailyAssistantCrossCraftText,"Monday to Friday, 10:00-19:00",Thứ Hai đến Thứ Sáu 10:00-19:00,Isnin hingga Jumaat 10:00-19:00,"Monday to Friday, 10:00-19:00",Senin hingga Jumat 10:00-19:00,จันทร์ถึงศุกร์ 10:00-19:00,Lunes hanggang Biyernes 10:00-19:00
8085,taskRate,Mission progress %d/%d,Tiến độ nhiệm vụ %d/%d,Kemajuan tugas %d/%d,Mission progress %d/%d,Progres tugas %d/%d,ความคืบหน้าภารกิจ %d/%d,Pagtutok ng misyon %d/%d
8086,goTo,Before Direction,Trước Hướng,Sebelum Arah,Before Direction,Menuju Ke Depan,ทิศทางก่อนหน้า,Paunang Direksyon
8087,newYearFlipCardText,"When the cards are flipped and form a straight line, you will receive:","Khi các lá bài lật lên tạo thành một hàng thẳng, bạn được nhận:","Apabila kad yang terbalik membentuk satu barisan lurus, anda akan menerima:","When the cards are flipped and form a straight line, you will receive:","Ketika kartu dibalik dan membentuk garis lurus, Anda akan menerima:",เมื่อการ์ดพลิกขึ้นเรียงเป็นเส้นตรง คุณจะได้รับ:,"Kapag ang mga card ay nakaharap pataas at bumuo ng isang tuwid na linya, matatanggap mo:"
8088,skyScraperGameOverScore,"This building has been built to %s floors, and you received evaluation points:","Tòa nhà lần này xây cao %s tầng, nhận được điểm đánh giá:","Bangunan kali ini dibina setinggi %s tingkat, menerima mata penilaian:","This building has been built to %s floors, and you received evaluation points:","Gedung kali ini dibangun setinggi %s lantai, menerima poin penilaian:",ตึกครั้งนี้สูงถึง %s ชั้น ได้รับคะแนนประเมิน:,"Ang gusali na ito ay nagtayo ng %s palapag, nakakuha ng mga puntos ng pagsusuri:"
8089,skyScraperGameOverAward,"During the construction process, you have collected %s small gifts and received the following rewards:","Trong quá trình xây dựng, bạn đã thu thập %s lần quà nhỏ, nhận được phần thưởng:","Sepanjang proses pembinaan, anda telah mengumpulkan %s kali hadiah kecil, menerima ganjaran:","During the construction process, you have collected %s small gifts and received the following rewards:","Selama proses pembangunan, Anda telah mengumpulkan %s hadiah kecil, menerima hadiah:",ระหว่างการก่อสร้าง คุณเก็บกล่องของขวัญเล็กได้ %s ครั้ง ได้รับรางวัล:,"Habang ginagawa ang pagtatayo, nakolekta mo ang %s na maliit na regalo, nakakuha ng mga premyo:"
8090,skyScraperSetTask,Building mission,Nhiệm vụ xây dựng,Tugas pembinaan,Building mission,Tugas pembangunan,ภารกิจก่อสร้าง,Misyon sa pagtatayo
8091,skyScraperScoreTask,Scoring mission,Nhiệm vụ chấm điểm,Tugas penilaian,Scoring mission,Tugas penilaian,ภารกิจให้คะแนน,Misyon ng pagmamarka
8092,skyScraperPerfectStructures,Perfect construction,Xây dựng hoàn hảo,Pembinaan sempurna,Perfect construction,Pembangunan sempurna,ก่อสร้างสมบูรณ์แบบ,Perpektong pagtatayo
8093,skyScraperBoxTip,"After upgrading the medal this time, you will receive:","Sau khi nâng cấp huy chương lần này, bạn được nhận:","Selepas menaik taraf pingat kali ini, anda akan menerima:","After upgrading the medal this time, you will receive:","Setelah upgrade medali kali ini, Anda akan menerima:",หลังจากอัปเกรดเหรียญตราครั้งนี้ คุณได้รับ:,"Matapos ang upgrade ng medalyang ito, makakakuha ka ng:"
8094,dailyAssistantUnionContribText,"#Pfont/youmi.ttf##C0x5B545B#Currently donated #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, selected #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# method","#Pfont/youmi.ttf##C0x5B545B#Hiện tại còn #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# lần, đã chọn #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# cách thức","#Pfont/youmi.ttf##C0x5B545B#Sekarang telah disumbangkan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, telah memilih #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# cara","#Pfont/youmi.ttf##C0x5B545B#Currently donated #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, selected #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# method","#Pfont/youmi.ttf##C0x5B545B#Saat ini telah disumbangkan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, sudah memilih #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# metode",#Pfont/youmi.ttf##C0x5B545B#ขณะนี้บริจาคแล้ว #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# ครั้ง เลือกรูปแบบแล้ว #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#,"#Pfont/youmi.ttf##C0x5B545B#Kasalukuyang mga donasyon #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# beses, pinili na #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# na pamamaraan"
8095,dailyAssistantUnionFragDonateText,"#Pfont/youmi.ttf##C0x5B545B#Currently have wishes #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, selected #Pfont/youmi.ttf##C0xE79900#%s","#Pfont/youmi.ttf##C0x5B545B#Hiện tại được ước nguyện #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# lần, đã chọn #Pfont/youmi.ttf##C0xE79900#%s","#Pfont/youmi.ttf##C0x5B545B#Sekarang telah membuat keinginan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, telah memilih #Pfont/youmi.ttf##C0xE79900#%s","#Pfont/youmi.ttf##C0x5B545B#Currently have wishes #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, selected #Pfont/youmi.ttf##C0xE79900#%s","#Pfont/youmi.ttf##C0x5B545B#Saat ini telah memenuhi keinginan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, sudah memilih #Pfont/youmi.ttf##C0xE79900#%s",#Pfont/youmi.ttf##C0x5B545B#ขณะนี้อธิษฐานแล้ว #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# ครั้ง เลือกรูปแบบแล้ว #Pfont/youmi.ttf##C0xE79900#%s,"#Pfont/youmi.ttf##C0x5B545B#Kasalukuyang mga hiling #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# beses, pinili na #Pfont/youmi.ttf##C0xE79900#%s"
8096,dailyAssistantUnionFragDonateText1,"#Pfont/youmi.ttf##C0x5B545B#Currently have wishes #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, but have not selected hero fragments for wishes","#Pfont/youmi.ttf##C0x5B545B#Hiện tại được ước nguyện #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# lần, chưa chọn mảnh anh hùng để ước nguyện","#Pfont/youmi.ttf##C0x5B545B#Sekarang telah membuat keinginan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, belum memilih serpihan pahlawan untuk membuat keinginan","#Pfont/youmi.ttf##C0x5B545B#Currently have wishes #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# times, but have not selected hero fragments for wishes","#Pfont/youmi.ttf##C0x5B545B#Saat ini telah memenuhi keinginan #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# kali, belum memilih fragmen pahlawan untuk keinginan",#Pfont/youmi.ttf##C0x5B545B#ขณะนี้อธิษฐานแล้ว #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# ครั้ง ยังไม่ได้เลือกชิ้นส่วนฮีโร่สำหรับอธิษฐาน,"#Pfont/youmi.ttf##C0x5B545B#Kasalukuyang mga hiling #Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# beses, hindi pa pinili ang hero fragment para mag-hiling"
8097,canSignup,Registered,được đăng ký,Telah didaftarkan,Registered,Terdaftar,ลงทะเบียนแล้ว,Nakarehistro
8098,cantSignup,Cannot register,Không thể đăng ký,Tidak boleh mendaftar,Cannot register,Tidak dapat terdaftar,ไม่สามารถลงทะเบียนได้,Hindi maaaring magrehistro
8099,skyScraper,Skyscraper,Tòa nhà chọc trời,Bangunan pencakar langit,Skyscraper,Gedung pencakar langit,ตึกระฟ้า,Sky Tower
8100,skyScraperFloor,Floor,Tầng,Tingkat,Floor,Lantai,ชั้น,Palapag
8101,dailyAssistantFishingText,"#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, enough bait to fish #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# times (remaining #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# times)","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, đủ mồi câu để câu #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# lần (còn lại #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# lần)","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, cukup umpan untuk memancing #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# kali (tersisa #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# kali)","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, enough bait to fish #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# times (remaining #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# times)","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, cukup umpan pancing untuk memancing #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# kali (sisa #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# kali)",#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# มีเหยื่อตกปลาพอสำหรับตกปลา #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# ครั้ง (เหลือ #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# ครั้ง),"#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, sapat na pain para manghuli ng #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# beses (natitirang #Pfont/youmi.ttf##c0x60c456#%s#Pfont/youmi.ttf##C0x5B545B# beses)"
8102,adjustment,Total,Điều Cả,Semua,Total,Hal Lain,ควบคุมทั้งหมด,Pangkalahatang
8103,dailyAssistantFishingText1,"#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, fishing rod not equipped, cannot fish","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, chưa trang bị cần câu không cách nào đánh bắt","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, belum dilengkapi pancing, tidak dapat memancing","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, fishing rod not equipped, cannot fish","#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, belum dilengkapi pancing tidak bisa memancing",#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B# ยังไม่ได้ใส่คันเบ็ด ไม่สามารถตกปลาได้,"#Pfont/youmi.ttf##C0xE79900#%s#Pfont/youmi.ttf##C0x5B545B#, walang gamit na panghuli, hindi maaaring manghuli"
8104,skyscraperPerfect,Perfectly connected!,Hoàn mỹ dính liền!,Sempurna melekat!,Perfectly connected!,Sempurna terhubung!,จับได้อย่างสมบูรณ์แบบ!,Perpektong pagkakadikit!
8105,skyscraperGood,Not bad!,Còn không tệ mà!,Tidak buruk!,Not bad!,Tidak terlalu buruk!,ยังพอใช้ได้!,Hindi masama!
8106,rmbRewardTips,"Spend diamonds to increase your refund rate! \n The more you spend, the higher the refund rate! Additional prizes will also be awarded!",Hãy tiêu kim cương để tăng tỷ lệ hoàn tiền của bạn! \nTỷ lệ hoàn tiền càng cao khi bạn chi tiêu càng nhiều! Ngoài ra còn có các giải thưởng bổ sung được trao đi!,"Belanjakan berlian untuk meningkatkan kadar pulangan anda! \nKadar pulangan lebih tinggi apabila anda membelanjakan lebih banyak! Selain itu, terdapat hadiah tambahan yang diberikan!","Spend diamonds to increase your refund rate! \n The more you spend, the higher the refund rate! Additional prizes will also be awarded!","Habiskan berlian Anda untuk meningkatkan rasio pengembalian Anda! \n Rasio pengembalian semakin tinggi semakin banyak Anda menghabiskan! Selain itu, ada hadiah tambahan yang diberikan!",ใช้เพชรเพื่อเพิ่มอัตราการคืนเงิน! \nยิ่งใช้จ่ายมาก อัตราคืนเงินยิ่งสูง! ยังมีของรางวัลพิเศษอีกมากมาย!,Gumastos ng mga hiyas upang madagdagan ang iyong cashback rate! \n Mas mataas ang cashback rate kapag gumastos ka nang mas marami! Mayroon ding karagdagang mga gantimpala na ipamimigay!
8107,rmbRewardFixTips,"Spend diamonds to get a discount rate! \n The more you spend, the more discounts you get! Additional prizes will also be awarded!","Hãy tiêu kim cương và nhận được khoản giảm giá theo tỷ lệ! \nBạn chi tiêu càng nhiều, bạn càng nhận được nhiều chiết khấu! Ngoài ra còn có các giải thưởng bổ sung được trao đi!","Belanjakan berlian dan terima diskaun mengikut kadar! \nAnda belanjakan lebih banyak, anda terima lebih banyak diskaun! Selain itu, terdapat hadiah tambahan yang diberikan!","Spend diamonds to get a discount rate! \n The more you spend, the more discounts you get! Additional prizes will also be awarded!","Habiskan berlian Anda dan dapatkan diskon sesuai rasio! \n Semakin banyak Anda menghabiskan, semakin banyak diskon yang Anda terima! Selain itu, ada hadiah tambahan yang diberikan!",ใช้เพชรเพื่อรับส่วนลดตามอัตราส่วน! \nยิ่งใช้จ่ายมาก ส่วนลดยิ่งมาก! ยังมีของรางวัลพิเศษอีกมากมาย!,"Gumastos ng hiyas at makuha ang iyong diskwento ayon sa rate! \n Kung mas marami kang ginagastos, mas mataas ang iyong diskwento! Mayroon ding karagdagang mga gantimpala na ipamimigay!"
8108,rmbRewardEndTips,The event has ended! \n The diamonds you spent will no longer be accumulated or discounted! Claim your discount now!,Sự kiện đã kết thúc! \nSố kim cương đã tiêu thụ sẽ không còn được tích lũy hoặc giảm giá nữa! Nhận giảm giá của bạn ngay bây giờ!,Acara telah berakhir! \nJumlah berlian yang dibelanjakan tidak akan lagi dikumpul atau didiskaunkan! Ambil diskaun anda sekarang!,The event has ended! \n The diamonds you spent will no longer be accumulated or discounted! Claim your discount now!,Acara telah berakhir! \n Jumlah berlian yang telah dibelanjakan tidak akan lagi dihitung atau didiskon! Dapatkan diskon Anda sekarang!,กิจกรรมสิ้นสุดแล้ว! \nจำนวนเพชรที่ใช้จะไม่ถูกนับหรือให้ส่วนลดอีก! รับส่วนลดของคุณตอนนี้เลย!,Natapos na ang kaganapan! \n Hindi na magiging katanggap-tanggap ang mga ginastos na hiyas at hindi na ito maitatala o mabibigyan ng diskwento! Kunin ang iyong diskwento ngayon!
8109,rmbRewardBottonTips,Note: The Meow Meow wealth gathering activity does not belong to the return-on-investment activity category.,Chú: Chiêu tài meo meo các loại giống như hoạt động không thuộc về bản hoạt động trở lại lợi tích lũy phạm trù,Nota: Promosi seperti Meo Meo tidak termasuk dalam kategori promosi semula keuntungan terkumpul,Note: The Meow Meow wealth gathering activity does not belong to the return-on-investment activity category.,"Catatan: Kegiatan ""Meo meo"" dan sejenisnya bukan bagian dari acara kembali ke keuntungan dan akumulasi kategori",หมายเหตุ: กิจกรรมต่างๆ เช่น แมวเรียกโชค ไม่อยู่ในขอบเขตสะสมผลตอบแทนของกิจกรรมรีเทิร์น,"Paalala: Ang mga ""Meow Meow"" lottery event ay hindi bahagi ng kasalukuyang kaganapan at hindi makakakuha ng mga bonus mula sa mga aktibidad na nauugnay sa kabuuang benepisyo."
8110,rmbRewardEndBottonTips,"Note: After the event ends, if you haven’t claimed the rewards, they will be sent to you via the mail system.","Chú: Nhận lấy thời gian kết thúc sau, chưa nhận lấy trở lại lợi cùng khen thưởng thêm sẽ lấy bưu kiện phương thức gửi đi cho ngài","Nota: Ambil hadiah selepas tamat masa, jika tidak mengambilnya, hadiah dan ganjaran tambahan akan dihantar melalui kaedah pos","Note: After the event ends, if you haven’t claimed the rewards, they will be sent to you via the mail system.","Catatan: Ambil waktu setelah selesai acara, jika tidak mengambil kembali keuntungan dan hadiah akan dikirimkan melalui metode paket",หมายเหตุ: หลังหมดเวลารับ หากยังไม่ได้รับของรางวัลจะถูกส่งเป็นพัสดุให้คุณ,"Paalala: Ang mga premyo ay ipapadala pagkatapos ng oras ng pagtatapos. Kung hindi nakuha, ang mga premyo at mga bonus ay ipapadala sa pamamagitan ng package method."
