VariableName,tab,sender_cn,sender_vn,sender_th,sender_in,sender,subject_ma,subject_ph,subject_en,subject_vn,subject_th,subject_in,subject,attachs,special,content_cn,content_vn,content,content_ma,content_ph,content_en,content_th,content_in
90,,Admin,Admin,Admin,Admin,Admin,Ganjaran Peringkat Global Kejohanan Seni Bela Diri Pertama,Global server ranking reward ng Ultimate Martial Arts Tournament,Global Server First Martial Arts Tournament Ranking Reward,Global Server First Martial Arts Tournament Ranking Reward,รางวัลอันดับรวมการแข่งขันศิลปะการต่อสู้ทั่วเซิร์ฟเวอร์,Hadiah Peringkat Seluruh Server Turnamen Seni Bela Diri Terbaik,Global Server First Martial Arts Tournament Ranking Reward,,,"Các bạn thân mến:\n Chúc mừng bạn đã xếp hạng %d trên bảng xếp hạng máy chủ vào cuối mùa giải Tenkaichi Budokai. Phần thưởng giải quyết đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on ranking %d in the server leaderboard at the end of the Tenkaichi Budokai season. The settlement reward has been sent via email, please check it in time. \nEnjoy the game!","Dear players:\n Congratulations on ranking %d in the server leaderboard at the end of the Tenkaichi Budokai season. The settlement reward has been sent via email, please check it in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana mendapat tempat ke-%d dalam kedudukan pelayan akhir musim Tenkaichi Budokai. Ganjaran telah dihantar melalui e-mel, sila semak tepat pada masanya. \nSelamat bermain!","Minamahal na mga Kaibigan: \n Binabati ka, ikaw ay nasa ika-%d pwesto sa ranggo ng server sa pagtatapos ng season ng Tenkaichi Budokai. Ang gantimpala ay ipinadala sa pamamagitan ng email, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear players:\n Congratulations on ranking %d in the server leaderboard at the end of the Tenkaichi Budokai season. The settlement reward has been sent via email, please check it in time. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n ขอแสดงความยินดีที่คุณได้อันดับที่ %d บนตารางจัดอันดับเซิร์ฟเวอร์ในตอนจบของฤดูกาล Tenkaichi Budokai รางวัลได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Selamat, Anda menempati peringkat %d di peringkat server pada akhir musim Tenkaichi Budokai. Hadiah penyelesaian telah dikirim melalui email, silakan periksa tepat waktu. \n Selamat bermain!"
91,,Admin,Admin,Admin,Admin,Admin,Ganjaran Belum Tuntut Kejohanan Seni Bela Diri Pertama,Unclaimed reward ng Ultimate Martial Arts Tournament,Unclaimed First Martial Arts Tournament Reward,Unclaimed First Martial Arts Tournament Reward,รางวัลยังไม่รับจากการแข่งขันศิลปะการต่อสู้ทั่วเซิร์ฟเวอร์,Hadiah Belum Diambil Turnamen Seni Bela Diri Terbaik,Unclaimed First Martial Arts Tournament Reward,,,"Các bạn thân mến:\n Những phần thưởng mà bạn chưa nhận được từ Budokai số 1 Thế giới đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n The unclaimed rewards from the World Budokai have been sent via email, please check it in time. \nEnjoy the game!","Dear players:\n The unclaimed rewards from the World Budokai have been sent via email, please check it in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Ganjaran belum dituntut dari Tenkaichi Budokai telah dihantar melalui e-mel, sila semak tepat pada masanya. \nSelamat bermain!","Minamahal na mga Kaibigan: \n Ang mga gantimpala mula sa World Budokai Tournament na hindi mo pa natatanggap ay ipinadala na sa pamamagitan ng email, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear players:\n The unclaimed rewards from the World Budokai have been sent via email, please check it in time. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n รางวัลที่คุณยังไม่ได้รับจาก Tenkaichi Budokai ได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Hadiah yang belum Anda klaim dari Tenkaichi Budokai sebelumnya telah dikirim melalui email, silakan periksa tepat waktu. \n Selamat bermain!"
92,,Admin,Admin,Admin,Admin,Admin,Ganjaran Peringkat Kejohanan Seni Bela Diri Pertama,Title reward ng Ultimate Martial Arts Tournament,First Martial Arts Tournament Level Reward,First Martial Arts Tournament Level Reward,รางวัลระดับการแข่งขันศิลปะการต่อสู้ทั่วเซิร์ฟเวอร์,Hadiah Level Turnamen Seni Bela Diri Terbaik,First Martial Arts Tournament Level Reward,,,"Các bạn thân mến:\n Chúc mừng bạn đã đạt thứ hạng %s vào cuối mùa Tenkaichi Budokai. Phần thưởng giải quyết thứ hạng đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on achieving rank %s at the end of the Tenkaichi Budokai season. The ranking reward has been sent via email, please check it in time. \nEnjoy the game!","Dear players:\n Congratulations on achieving rank %s at the end of the Tenkaichi Budokai season. The ranking reward has been sent via email, please check it in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana mendapat kedudukan %s di akhir musim Tenkaichi Budokai. Ganjaran telah dihantar melalui e-mel, sila semak tepat pada masanya. \nSelamat bermain!","Minamahal na mga Kaibigan: \n Binabati ka, nakuha mo ang ranggo na %s sa pagtatapos ng season ng Tenkaichi Budokai. Ang gantimpala ay ipinadala sa pamamagitan ng email, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear players:\n Congratulations on achieving rank %s at the end of the Tenkaichi Budokai season. The ranking reward has been sent via email, please check it in time. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n ขอแสดงความยินดีที่คุณได้อันดับที่ %s ในตอนจบของฤดูกาล Tenkaichi Budokai รางวัลได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Selamat, Anda meraih peringkat %s di akhir musim Tenkaichi Budokai. Hadiah peringkat telah dikirim melalui email, silakan periksa tepat waktu. \n Selamat bermain!"
101,,Admin,Admin,Admin,Admin,Admin,Surat Pahlawan Yang Hilang,Sulat ng Nawawalang Bayani,Missing Hero Letter,Missing Hero Letter,จดหมายฮีโร่ที่หายไป,Surat Pahlawan yang Hilang,Missing Hero Letter,,,"Kính gửi Chỉ huy:\n Tôi đã tìm thấy một vài chàng trai nhỏ bị lạc trong Trung tâm Anh hùng, vui lòng đưa họ quay ngược thời gian ~\n Chúc bạn có một chuyến phiêu lưu vui vẻ!",Dear Commander:\n I found some lost little guys in the Hero Center. Please bring them back in time~ \nWish you a happy adventure!,Dear Commander:\n I found some lost little guys in the Hero Center. Please bring them back in time~ \nWish you a happy adventure!,"Kepada Komander yang dihormati:\n Saya menemui beberapa anak kecil yang tersesat di Pusat Wira, sila bantu kembalikan mereka ~\nSelamat berpengembaraan!","Mahal na Komandante: \n May nakita akong ilang nawawalang bata sa Hero Center, pakibalik sila sa nakaraan ~\n Maligayang pakikipagsapalaran!  ",Dear Commander:\n I found some lost little guys in the Hero Center. Please bring them back in time~ \nWish you a happy adventure!,เรียนผู้บัญชาการ:\n ข้าพบเด็กชายตัวน้อยบางคนหลงทางในศูนย์ฮีโร่ กรุณาพาพวกเขากลับไปในกาลเวลา ~\n ขอให้คุณผจญภัยอย่างสนุกสนาน!  ,"Kepada Komandan yang terhormat:\n Saya menemukan beberapa anak kecil yang tersesat di Pusat Pahlawan, silakan bawa mereka kembali ke masa lalu~ \n Selamat berpetualang!"
102,,Admin,Admin,Admin,Admin,Admin,Notis Kad Bulanan Wira,Abiso ng Hero Monthly Card,Hero Monthly Card Notification,Hero Monthly Card Notification,ประกาศบัตรรายเดือนฮีโร่,Pemberitahuan Kartu Bulanan Pahlawan,Hero Monthly Card Notification,,,"Kính gửi Chỉ huy:\n Đây là phần thưởng hàng ngày của Thẻ Anh hùng Hàng tháng hôm nay. Phần thưởng đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear Commander:\n This is today’s daily reward for the Monthly Hero Card. The reward has been sent via email, please check it in time. \nEnjoy the game!","Dear Commander:\n This is today’s daily reward for the Monthly Hero Card. The reward has been sent via email, please check it in time. \nEnjoy the game!","Kepada Komander yang dihormati:\n Ini adalah ganjaran harian Kad Wira Bulanan hari ini. Ganjaran telah dihantar melalui e-mel, sila semak tepat pada masanya. \nSelamat bermain!","Mahal na Komandante: \n Ito ang pang-araw-araw na gantimpala para sa Hero Monthly Card ngayong araw. Ang gantimpala ay ipinadala sa pamamagitan ng email, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear Commander:\n This is today’s daily reward for the Monthly Hero Card. The reward has been sent via email, please check it in time. \nEnjoy the game!",เรียนผู้บัญชาการ:\n นี่คือรางวัลรายวันของบัตรฮีโร่รายเดือนในวันนี้ รางวัลได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Kepada Komandan yang terhormat:\n Ini adalah hadiah harian dari Kartu Pahlawan Bulanan hari ini. Hadiah telah dikirim melalui email, silakan periksa tepat waktu. \n Selamat bermain!"
103,,Admin,Admin,Admin,Admin,Admin,Notis Kad Bulanan Guru,Abiso ng Master Monthly Card,Master Monthly Card Notification,Master Monthly Card Notification,ประกาศบัตรรายเดือนมาสเตอร์,Pemberitahuan Kartu Bulanan Master,Master Monthly Card Notification,,,"Kính gửi Chỉ huy:\n Đây là phần thưởng hàng ngày cho thẻ hàng tháng của chủ nhân hôm nay. Phần thưởng đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear Commander:\n This is today’s daily reward for the Master’s Monthly Card. The reward has been sent via email, please check it in time. \nEnjoy the game!","Dear Commander:\n This is today’s daily reward for the Master’s Monthly Card. The reward has been sent via email, please check it in time. \nEnjoy the game!","Kepada Komander yang dihormati:\n Ini adalah ganjaran harian Kad Bulanan hari ini. Ganjaran telah dihantar melalui e-mel, sila semak tepat pada masanya. \nSelamat bermain!","Mahal na Komandante: \n Ito ang pang-araw-araw na gantimpala para sa Master Monthly Card ngayong araw. Ang gantimpala ay ipinadala sa pamamagitan ng email, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear Commander:\n This is today’s daily reward for the Master’s Monthly Card. The reward has been sent via email, please check it in time. \nEnjoy the game!",เรียนผู้บัญชาการ:\n นี่คือรางวัลรายวันของบัตรรายเดือนของคุณในวันนี้ รางวัลได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Kepada Komandan yang terhormat:\n Ini adalah hadiah harian dari Kartu Bulanan hari ini. Hadiah telah dikirim melalui email, silakan periksa tepat waktu. \n Selamat bermain!"
104,,Admin,Admin,Admin,Admin,Admin,Bayaran Balik Bonus %s,Ibinalik na bonus na %s,Bonus Refund %s,Bonus Refund %s,คืนโบนัส %s,Pengembalian Bonus %s,Bonus Refund %s,,,"Kính gửi Chỉ huy:\n Vì bạn chưa nhận được phần thưởng mục tiêu đã hoàn thành trong thời gian sự kiện nên chúng tôi xin gửi cho bạn phần thưởng thay thế qua email. Sau đây là những phần thưởng sự kiện bạn chưa nhận được, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear Commander:\n Because you didn’t claim your completed target rewards during the event period, we’ve sent you the substitute rewards via email. Please check the unclaimed event rewards in time. \nEnjoy the game!","Dear Commander:\n Because you didn’t claim your completed target rewards during the event period, we’ve sent you the substitute rewards via email. Please check the unclaimed event rewards in time. \nEnjoy the game!","Kepada Komander yang dihormati:\n Oleh kerana anda tidak menuntut ganjaran yang telah disiapkan semasa acara, kami menghantar ganjaran gantian melalui e-mel. Berikut adalah senarai ganjaran acara yang belum dituntut. Sila semak tepat pada masanya. \nSelamat bermain!","Mahal na Komandante: \n Dahil hindi mo natanggap ang gantimpala sa natapos mong layunin sa event, ipinadala na namin ang kapalit na gantimpala sa pamamagitan ng email. Narito ang hindi mo pa natatanggap na gantimpala sa event, pakisuri ito agad. \n Maligayang paglalaro!  ","Dear Commander:\n Because you didn’t claim your completed target rewards during the event period, we’ve sent you the substitute rewards via email. Please check the unclaimed event rewards in time. \nEnjoy the game!",เรียนผู้บัญชาการ:\n เนื่องจากคุณยังไม่ได้รับรางวัลภารกิจที่สำเร็จระหว่างกิจกรรม เราขอมอบรางวัลชดเชยให้ทางอีเมล ด้านล่างคือรางวัลที่ยังไม่ได้รับ กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Kepada Komandan yang terhormat:\n Karena Anda belum mengklaim hadiah target yang telah diselesaikan selama waktu acara, kami mengirimkan hadiah pengganti melalui email. Berikut adalah hadiah acara yang belum Anda klaim, silakan periksa tepat waktu. \n Selamat bermain!"
105,1,Admin,Admin,Admin,Admin,Admin,Permohonan Anda Telah Diterima,Ang aplikasyon mo sa pagsali ay tinanggap na,Your Application to Join Has Been Accepted,Your Application to Join Has Been Accepted,คำขอเข้าร่วมของคุณได้รับการอนุมัติแล้ว,Permintaan Bergabung Anda Telah Diterima,Your Application to Join Has Been Accepted,,,Kính gửi Chỉ huy:\n %s đã chấp thuận đơn đăng ký thành viên của bạn. Hãy đến hội và chào mọi người.,Dear Commander:\n %s has approved your guild membership request. Head to the guild and greet everyone!,Dear Commander:\n %s has approved your guild membership request. Head to the guild and greet everyone!,Kepada Komander yang dihormati:\n %s telah meluluskan permohonan keahlian anda. Sila masuk ke guild dan beri salam kepada semua orang.,Mahal na Komandante: \n Inaprubahan ni %s ang iyong aplikasyon sa pagiging miyembro. Pumasok ka na sa club at bumati sa lahat.  ,Dear Commander:\n %s has approved your guild membership request. Head to the guild and greet everyone!,เรียนผู้บัญชาการ:\n %s ได้อนุมัติคำขอเข้าร่วมของคุณแล้ว เข้ากิลด์และทักทายทุกคนกันเถอะ  ,Kepada Komandan yang terhormat:\n %s telah menyetujui permintaan bergabung Anda. Ayo bergabung dan sapa semua anggota!
106,,Admin,Admin,Admin,Admin,Admin,Selamat Datang Ke Dunia Pertarungan Dimensi,Maligayang pagdating sa mundo ng Multiversal Melee,Welcome to the World of Multiverse Brawl,Welcome to the World of Multiverse Brawl,ยินดีต้อนรับสู่โลกแห่งศึกมัลติ,Selamat Datang di Dunia Pertempuran Multidimensi,Welcome to the World of Multiverse Brawl,{gold=20000;11=50;519=10;rmb=200},,Các bạn thân mến:\n Chào mừng bạn đến tham gia vào thế giới bí ẩn và thú vị của cuộc chiến không gian. Đây là một món quà nhỏ. Tôi hy vọng nó có thể giúp ích cho bạn trong hành trình sắp tới. \nChúc bạn chơi game vui vẻ!,Dear players:\n Welcome to the mysterious and exciting world of Space War. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Dear players:\n Welcome to the mysterious and exciting world of Space War. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Rakan-rakan yang dihormati:\n Selamat datang ke dunia misteri dan menarik dalam Perang Angkasa. Ini hadiah kecil untuk membantu dalam perjalanan anda. \nSelamat bermain!,Minamahal na mga Kaibigan: \n Maligayang pagdating sa mahiwaga at kapana-panabik na mundo ng Space War. Ito ay isang munting regalo. Nawa’y makatulong ito sa iyong darating na pakikipagsapalaran. \n Maligayang paglalaro!  ,Dear players:\n Welcome to the mysterious and exciting world of Space War. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,เพื่อนๆ ที่รัก:\n ยินดีต้อนรับเข้าสู่โลกแห่งสงครามอวกาศที่ลึกลับและน่าตื่นเต้น นี่คือของขวัญเล็กๆ หวังว่าจะช่วยคุณในระหว่างการผจญภัย \nขอให้สนุกกับเกม!  ,Teman-teman yang terhormat:\n Selamat datang di dunia misterius dan menarik dari Perang Antariksa. Ini adalah hadiah kecil untuk Anda. Semoga membantu dalam petualangan yang akan datang. \n Selamat bermain!
107,,Admin,Admin,Admin,Admin,Admin,Surat Penghargaan,Sulat ng Papuri,Commendation Letter,Commendation Letter,จดหมายชมเชย,Surat Penghargaan,Commendation Letter,{gold=10},,Các bạn thân mến:\n Chào mừng bạn đến tham gia vào thế giới bí ẩn và thú vị của những anh hùng bỏ túi. Đây là một món quà nhỏ. Tôi hy vọng nó có thể giúp ích cho bạn trong hành trình sắp tới. \nChúc bạn chơi game vui vẻ!,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Rakan-rakan yang dihormati:\n Selamat datang ke dunia misteri dan menarik dalam Dunia Wira Poket. Ini hadiah kecil untuk membantu dalam perjalanan anda. \nSelamat bermain!,Minamahal na mga Kaibigan: \n Maligayang pagdating sa mahiwaga at kapana-panabik na mundo ng Pocket Hero. Ito ay isang munting regalo. Nawa’y makatulong ito sa iyong darating na pakikipagsapalaran. \n Maligayang paglalaro!  ,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,เพื่อนๆ ที่รัก:\n ยินดีต้อนรับเข้าสู่โลกของฮีโร่พกพาที่ลึกลับและน่าตื่นเต้น นี่คือของขวัญเล็กๆ หวังว่าจะช่วยคุณในระหว่างการผจญภัย \nขอให้สนุกกับเกม!  ,Teman-teman yang terhormat:\n Selamat datang di dunia misterius dan menarik dari Pahlawan Saku. Ini adalah hadiah kecil untuk Anda. Semoga membantu dalam petualangan yang akan datang. \n Selamat bermain!
108,,Admin,Admin,Admin,Admin,Admin,Orang Baik Telah Menunaikan Hajat Anda,May isang mabuting tao na tumulong sa'yo upang tuparin ang iyong hiling,A Kind Person Has Granted Your Wish,A Kind Person Has Granted Your Wish,มีคนใจดีทำความปรารถนาให้คุณแล้ว,Seseorang Telah Mengabulkan Keinginan Anda,A Kind Person Has Granted Your Wish,,,"Một người nhiệt tình %s đã tặng bạn một mảnh làm quà, vui lòng kiểm tra nhé ~","A kind-hearted %s has gifted you a shard as a present, please check it ~","A kind-hearted %s has gifted you a shard as a present, please check it ~",Seorang penyokong setia %s telah menghadiahkan anda sekeping shard. Sila semak sekarang~,"Isang mabait na manlalaro na si %s ay nagbigay sa iyo ng isang piraso bilang regalo, pakisuri ito ~  ","A kind-hearted %s has gifted you a shard as a present, please check it ~",ผู้เล่นใจดี %s ได้มอบชิ้นส่วนเป็นของขวัญให้คุณ กรุณาตรวจสอบดูนะ~  ,"Seseorang yang baik hati %s telah memberikan Anda sebuah fragmen sebagai hadiah, silakan cek sekarang~"
109,,Admin,Admin,Admin,Admin,Admin,Ganjaran Daftar Nama Sebenar Melalui Emel,Gantimpala sa real-name registration sa pamamagitan ng email,Real Name Registration Email Reward,Real Name Registration Email Reward,รางวัลลงทะเบียนด้วยชื่อจริงผ่านอีเมล,Hadiah Pendaftaran Nama Asli Lewat Email,Real Name Registration Email Reward,{rmb=150;gold=500000},,Các bạn thân mến:\n Chào mừng bạn đến tham gia vào thế giới bí ẩn và thú vị của những anh hùng bỏ túi. Đây là một món quà nhỏ. Tôi hy vọng nó có thể giúp ích cho bạn trong hành trình sắp tới. \nChúc bạn chơi game vui vẻ!,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,Rakan-rakan yang dihormati:\n Selamat datang ke dunia misteri dan menarik dalam Dunia Wira Poket. Ini hadiah kecil untuk membantu dalam perjalanan anda. \nSelamat bermain!,Minamahal na mga Kaibigan: \n Maligayang pagdating sa mahiwaga at kapana-panabik na mundo ng Pocket Hero. Ito ay isang munting regalo. Nawa’y makatulong ito sa iyong darating na pakikipagsapalaran. \n Maligayang paglalaro!  ,Dear players:\n Welcome to the mysterious and exciting world of Pocket Heroes. Here’s a small gift. We hope it helps you on your journey. \nEnjoy the game!,เพื่อนๆ ที่รัก:\n ยินดีต้อนรับเข้าสู่โลกของฮีโร่พกพาที่ลึกลับและน่าตื่นเต้น นี่คือของขวัญเล็กๆ หวังว่าจะช่วยคุณในระหว่างการผจญภัย \nขอให้สนุกกับเกม!  ,Teman-teman yang terhormat:\n Selamat datang di dunia misterius dan menarik dari Pahlawan Saku. Ini adalah hadiah kecil untuk Anda. Semoga membantu dalam petualangan yang akan datang. \n Selamat bermain!
110,,Admin,Admin,Admin,Admin,Admin,Penyelesaian Mingguan Arena Kompetitif,Lingguhang settlement ng PvP Arena,Competitive Arena Weekly Settlement,Competitive Arena Weekly Settlement,สรุปรายสัปดาห์ของสนามประลอง,Penutupan Mingguan Arena Kompetitif,Competitive Arena Weekly Settlement,,,Các bạn thân mến:\n Chúc mừng bạn đã đạt điểm cao nhất trong hai chế độ đạt %d điểm trong quá trình giải quyết hàng tuần. Sau đây là phần thưởng thanh toán hàng tuần được cấp cho bạn. Hãy tiếp tục làm tốt công việc của mình nhé!,Dear players:\n Congratulations on achieving the highest score of %d points in two modes during the weekly settlement. Here is your weekly settlement reward. Keep up the good work!,Dear players:\n Congratulations on achieving the highest score of %d points in two modes during the weekly settlement. Here is your weekly settlement reward. Keep up the good work!,Rakan-rakan yang dihormati:\n Tahniah kerana mendapat skor tertinggi %d dalam kedua-dua mod dalam penyelesaian mingguan. Berikut adalah ganjaran mingguan anda. Teruskan usaha cemerlang anda!,Minamahal na mga Kaibigan: \n Binabati ka sa pag-abot ng pinakamataas na marka na %d puntos sa parehong lingguhang mode. Narito ang iyong lingguhang gantimpala. Ipagpatuloy ang mahusay na trabaho!  ,Dear players:\n Congratulations on achieving the highest score of %d points in two modes during the weekly settlement. Here is your weekly settlement reward. Keep up the good work!,เพื่อนๆ ที่รัก:\n ขอแสดงความยินดีที่คุณได้คะแนนสูงสุด %d คะแนนในสองโหมดระหว่างการเคลียร์รายสัปดาห์ ต่อไปนี้คือรางวัลรายสัปดาห์ที่มอบให้คุณ ขอให้คุณพยายามต่อไป!  ,"Teman-teman yang terhormat:\n Selamat, Anda mencapai skor tertinggi %d poin dalam dua mode selama penyelesaian mingguan. Berikut adalah hadiah mingguan untuk Anda. Teruslah berprestasi!"
111,,Admin,Admin,Admin,Admin,Admin,Penyelesaian Mingguan Arena Kompetitif,Lingguhang settlement ng PvP Arena,Competitive Arena Weekly Settlement,Competitive Arena Weekly Settlement,สรุปรายสัปดาห์ของสนามประลอง,Penutupan Mingguan Arena Kompetitif,Competitive Arena Weekly Settlement,,,"Các bạn thân mến:\n Mặc dù điểm của bạn đã đạt tối đa %d điểm trong hai chế độ trong giải quyết hàng tuần này, nhưng vì bạn không đáp ứng yêu cầu để tham gia ít nhất %d trận chiến (bất kể chế độ) trong tuần này nên bạn đã bỏ lỡ phần thưởng của tuần này. Các bạn nhớ tích cực tham gia cuộc thi vào tuần sau nhé!","Dear players:\n Although you scored up to %d points in two modes during this week’s settlement, you did not meet the minimum participation of %d battles (in any mode) this week, so you missed out on this week’s rewards. Be sure to participate actively next week!","Dear players:\n Although you scored up to %d points in two modes during this week’s settlement, you did not meet the minimum participation of %d battles (in any mode) this week, so you missed out on this week’s rewards. Be sure to participate actively next week!","Rakan-rakan yang dihormati:\n Walaupun anda mendapat markah maksimum %d dalam dua mod mingguan ini, anda tidak layak menerima ganjaran kerana tidak menyertai sekurang-kurangnya %d perlawanan minggu ini. Sila aktifkan penyertaan minggu depan!","Minamahal na mga Kaibigan: \n Kahit nakakuha ka ng %d puntos sa parehong mode ngayong linggo, hindi ka kwalipikado sa gantimpala dahil hindi ka lumahok ng hindi bababa sa %d laban sa linggong ito. Mangyaring makilahok nang aktibo sa susunod na linggo!  ","Dear players:\n Although you scored up to %d points in two modes during this week’s settlement, you did not meet the minimum participation of %d battles (in any mode) this week, so you missed out on this week’s rewards. Be sure to participate actively next week!",เพื่อนๆ ที่รัก:\n แม้ว่าคะแนนของคุณจะสูงถึง %d คะแนนในสองโหมด แต่เนื่องจากคุณไม่ได้เข้าร่วมการต่อสู้อย่างน้อย %d ครั้งในสัปดาห์นี้ คุณจึงพลาดรางวัลประจำสัปดาห์ อย่าลืมเข้าร่วมแข่งขันในสัปดาห์หน้าด้วยนะ!  ,"Teman-teman yang terhormat:\n Meskipun Anda mencapai skor %d dalam dua mode minggu ini, karena tidak memenuhi persyaratan minimal %d pertempuran (mode apa pun), Anda melewatkan hadiah mingguan. Jangan lupa aktif minggu depan!"
112,,Admin,Admin,Admin,Admin,Admin,Akhir Musim Arena,Pagtatapos ng season ng PvP Arena,Arena Season End,Arena Season End,สิ้นสุดฤดูกาลสนามประลอง,Akhir Musim Arena,Arena Season End,,,Các bạn thân mến:\n Mùa giải này đã kết thúc thành công! Chúc mừng bạn đã đạt thứ hạng %d cao nhất ở 2 chế độ vào cuối mùa giải. Sau đây là phần thưởng cuối mùa được cấp cho bạn. Hãy tiếp tục trở nên mạnh mẽ hơn và hẹn gặp lại các bạn vào mùa giải tới!,"Dear players:\n This season has ended successfully! Congratulations on achieving a highest rank of %d in two modes at the end of the season. Here is your end-of-season reward. Keep getting stronger, and see you next season!","Dear players:\n This season has ended successfully! Congratulations on achieving a highest rank of %d in two modes at the end of the season. Here is your end-of-season reward. Keep getting stronger, and see you next season!",Rakan-rakan yang dihormati:\n Musim ini telah berakhir dengan jayanya! Tahniah kerana mendapat tempat ke-%d tertinggi dalam kedua-dua mod. Berikut adalah ganjaran akhir musim anda. Teruskan menjadi lebih kuat dan jumpa anda musim depan!,Minamahal na mga Kaibigan: \n Matagumpay na natapos ang season na ito! Binabati ka sa pagkuha ng ika-%d pwesto sa parehong mode sa pagtatapos ng season. Narito ang iyong gantimpala para sa pagtatapos ng season. Patuloy na lumakas at magkita tayo sa susunod na season!,"Dear players:\n This season has ended successfully! Congratulations on achieving a highest rank of %d in two modes at the end of the season. Here is your end-of-season reward. Keep getting stronger, and see you next season!",เพื่อนๆ ที่รัก:\n ฤดูกาลนี้ได้สิ้นสุดลงแล้ว! ขอแสดงความยินดีที่คุณได้อันดับที่ %d สูงสุดในสองโหมดเมื่อสิ้นสุดฤดูกาล ต่อไปนี้คือรางวัลสิ้นสุดฤดูกาล ขอให้แข็งแกร่งยิ่งขึ้น แล้วพบกันใหม่ในฤดูกาลหน้า!,"Teman-teman yang terhormat:\n Musim ini telah berakhir dengan sukses! Selamat, Anda meraih peringkat tertinggi %d di dua mode pada akhir musim. Berikut adalah hadiah akhir musim untuk Anda. Teruslah menjadi lebih kuat dan sampai jumpa di musim berikutnya!"
113,,,,,,,,,,,,,,,,,,,,,,,
