VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_beizhu,isShow,icon,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc1_cn,desc1_in,desc1,desc1_vn,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_vn,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc_cn,produceDesc_tw,produceDesc,produceDesc_vn,produceDesc_en,produceDesc_th,produceDesc_in,produceDesc_ph,produceDesc_ma,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,languages
7314,,,Golden Secret Treasure Chest  ,Rương báu bí mật màu vàng kim,Golden Secret Treasure Chest  ,หีบสมบัติความลับสีทอง  ,Peti Harta Rahasia Emas  ,Gintong Lihim na Kaba ng Kayamanan  ,Peti Harta Rahsia Emas  ,,,config/item/box/box_30_2.png,,,Open to randomly receive an Orange-grade skill manual.,Mở ra có thể ngẫu nhiên nhận được bí kíp phẩm chất vàng.,Open to randomly receive an Orange-grade skill manual.,เปิดออกเพื่อรับคัมภีร์ทักษะระดับส้มแบบสุ่ม,Buka untuk menerima buku skill acak tingkat Oranye.,Buksan para makakuha ng dilaw na skill manual nang random.,Buka untuk menerima manual kemahiran rawak tahap Jingga.,,,,,,5,,10,999,{level=<<1;150;22504>>},{level=<<1;150;22504>>},,{level=<<1;150;22504>>},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,
7315,,,Red Manual Chest  ,Rương Bí Kíp Đỏ,Red Manual Chest  ,หีบคัมภีร์สีแดง  ,Peti Manual Merah  ,Pulang Kaba ng Manwal  ,Peti Manual Merah  ,,,config/item/box/box_30_3.png,,,Open to randomly receive a Red-grade skill manual.,Mở ra có thể ngẫu nhiên nhận được bí kíp phẩm chất đỏ.,Open to randomly receive a Red-grade skill manual.,เปิดออกเพื่อรับคัมภีร์ทักษะระดับแดงแบบสุ่ม,Buka untuk menerima buku skill acak tingkat Merah.,Buksan para makakuha ng pulang skill manual nang random.,Buka untuk menerima manual kemahiran rawak tahap Merah.,,,,,,6,,10,999,{level=<<1;150;22505>>},{level=<<1;150;22505>>},,{level=<<1;150;22505>>},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,
7321,,,Selectable Blue Manual Chest  ,Rương Bí Kíp Xanh Tự Chọn,Selectable Blue Manual Chest  ,หีบเลือกคัมภีร์สีน้ำเงิน  ,Peti Manual Biru Pilihan  ,Pinipiling Asul na Kaba ng Manwal  ,Peti Manual Biru Pilihan  ,,,config/item/box/box_30_1.png,,,Open to choose one Green-grade skill manual.,Mở ra có thể tùy ý chọn một bí kíp phẩm chất lục sắc.,Open to choose one Green-grade skill manual.,เปิดเพื่อเลือกคัมภีร์ทักษะระดับเขียวหนึ่งเล่มตามต้องการ,Buka untuk memilih satu buku skill tingkat Hijau.,Buksan para pumili ng isang berdeng skill manual.,Buka untuk memilih satu manual kemahiran tahap Hijau.,,,,,,2,,16,999,{choose24={60426=1};choose40={60724=1};choose29={60525=1};choose22={60424=1};choose11={60225=1};choose7={60221=1};choose28={60524=1};choose51={60923=1};choose33={60623=1};choose34={60624=1};choose47={60825=1};choose50={60922=1};choose21={60423=1};choose32={60622=1};choose46={60824=1};choose20={60422=1};choose4={60124=1};choose31={60621=1};choose17={60325=1};choose1={60121=1};choose5={60125=1};choose13={60321=1};choose9={60223=1};choose49={60921=1};choose16={60324=1};choose23={60425=1};choose39={60723=1};choose45={60823=1};choose2={60122=1};choose27={60523=1};choose30={60526=1};choose43={60821=1};choose38={60722=1};choose44={60822=1};choose54={60926=1};choose26={60522=1};choose6={60126=1};choose42={60726=1};choose15={60323=1};choose3={60123=1};choose8={60222=1};choose14={60322=1};choose48={60826=1};choose35={60625=1};choose37={60721=1};choose10={60224=1};choose53={60925=1};choose19={60421=1};choose12={60226=1};choose25={60521=1};choose36={60626=1};choose41={60725=1};choose52={60924=1};choose18={60326=1}},{choose24={60426=1};choose40={60724=1};choose29={60525=1};choose22={60424=1};choose11={60225=1};choose7={60221=1};choose28={60524=1};choose51={60923=1};choose33={60623=1};choose34={60624=1};choose47={60825=1};choose50={60922=1};choose21={60423=1};choose32={60622=1};choose46={60824=1};choose20={60422=1};choose4={60124=1};choose31={60621=1};choose17={60325=1};choose1={60121=1};choose5={60125=1};choose13={60321=1};choose9={60223=1};choose49={60921=1};choose16={60324=1};choose23={60425=1};choose39={60723=1};choose45={60823=1};choose2={60122=1};choose27={60523=1};choose30={60526=1};choose43={60821=1};choose38={60722=1};choose44={60822=1};choose54={60926=1};choose26={60522=1};choose6={60126=1};choose42={60726=1};choose15={60323=1};choose3={60123=1};choose8={60222=1};choose14={60322=1};choose48={60826=1};choose35={60625=1};choose37={60721=1};choose10={60224=1};choose53={60925=1};choose19={60421=1};choose12={60226=1};choose25={60521=1};choose36={60626=1};choose41={60725=1};choose52={60924=1};choose18={60326=1}},,{choose24={60426=1};choose40={60724=1};choose29={60525=1};choose22={60424=1};choose11={60225=1};choose7={60221=1};choose28={60524=1};choose51={60923=1};choose33={60623=1};choose34={60624=1};choose47={60825=1};choose50={60922=1};choose21={60423=1};choose32={60622=1};choose46={60824=1};choose20={60422=1};choose4={60124=1};choose31={60621=1};choose17={60325=1};choose1={60121=1};choose5={60125=1};choose13={60321=1};choose9={60223=1};choose49={60921=1};choose16={60324=1};choose23={60425=1};choose39={60723=1};choose45={60823=1};choose2={60122=1};choose27={60523=1};choose30={60526=1};choose43={60821=1};choose38={60722=1};choose44={60822=1};choose54={60926=1};choose26={60522=1};choose6={60126=1};choose42={60726=1};choose15={60323=1};choose3={60123=1};choose8={60222=1};choose14={60322=1};choose48={60826=1};choose35={60625=1};choose37={60721=1};choose10={60224=1};choose53={60925=1};choose19={60421=1};choose12={60226=1};choose25={60521=1};choose36={60626=1};choose41={60725=1};choose52={60924=1};choose18={60326=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7322,,,Selectable Blue Manual Chest  ,Rương Tự Chọn Bí Kíp Lam Sắc,Selectable Blue Manual Chest  ,หีบเลือกคัมภีร์สีน้ำเงิน  ,Peti Manual Biru Pilihan  ,Pinipiling Asul na Kaba ng Manwal  ,Peti Manual Biru Pilihan  ,,,config/item/box/box_30_1.png,,,Can choose one Blue-grade skill manual upon opening.,Có thể chọn một bí kíp phẩm chất lam tùy ý sau khi mở.,Can choose one Blue-grade skill manual upon opening.,สามารถเลือกคัมภีร์ทักษะระดับน้ำเงินหนึ่งเล่มหลังเปิดได้,Dapat memilih satu buku skill tingkat Biru saat dibuka.,Maaaring pumili ng isang asul na skill manual pag binuksan.,Boleh pilih satu manual kemahiran tahap Biru selepas buka.,,,,,,3,,16,999,{choose24={60436=1};choose40={60734=1};choose29={60535=1};choose22={60434=1};choose11={60235=1};choose7={60231=1};choose28={60534=1};choose51={60933=1};choose33={60633=1};choose34={60634=1};choose47={60835=1};choose50={60932=1};choose21={60433=1};choose32={60632=1};choose46={60834=1};choose20={60432=1};choose4={60134=1};choose31={60631=1};choose17={60335=1};choose1={60131=1};choose5={60135=1};choose13={60331=1};choose9={60233=1};choose49={60931=1};choose16={60334=1};choose23={60435=1};choose39={60733=1};choose45={60833=1};choose2={60132=1};choose27={60533=1};choose30={60536=1};choose43={60831=1};choose38={60732=1};choose44={60832=1};choose54={60936=1};choose26={60532=1};choose6={60136=1};choose42={60736=1};choose15={60333=1};choose3={60133=1};choose8={60232=1};choose14={60332=1};choose48={60836=1};choose35={60635=1};choose37={60731=1};choose10={60234=1};choose53={60935=1};choose19={60431=1};choose12={60236=1};choose25={60531=1};choose36={60636=1};choose41={60735=1};choose52={60934=1};choose18={60336=1}},{choose24={60436=1};choose40={60734=1};choose29={60535=1};choose22={60434=1};choose11={60235=1};choose7={60231=1};choose28={60534=1};choose51={60933=1};choose33={60633=1};choose34={60634=1};choose47={60835=1};choose50={60932=1};choose21={60433=1};choose32={60632=1};choose46={60834=1};choose20={60432=1};choose4={60134=1};choose31={60631=1};choose17={60335=1};choose1={60131=1};choose5={60135=1};choose13={60331=1};choose9={60233=1};choose49={60931=1};choose16={60334=1};choose23={60435=1};choose39={60733=1};choose45={60833=1};choose2={60132=1};choose27={60533=1};choose30={60536=1};choose43={60831=1};choose38={60732=1};choose44={60832=1};choose54={60936=1};choose26={60532=1};choose6={60136=1};choose42={60736=1};choose15={60333=1};choose3={60133=1};choose8={60232=1};choose14={60332=1};choose48={60836=1};choose35={60635=1};choose37={60731=1};choose10={60234=1};choose53={60935=1};choose19={60431=1};choose12={60236=1};choose25={60531=1};choose36={60636=1};choose41={60735=1};choose52={60934=1};choose18={60336=1}},,{choose24={60436=1};choose40={60734=1};choose29={60535=1};choose22={60434=1};choose11={60235=1};choose7={60231=1};choose28={60534=1};choose51={60933=1};choose33={60633=1};choose34={60634=1};choose47={60835=1};choose50={60932=1};choose21={60433=1};choose32={60632=1};choose46={60834=1};choose20={60432=1};choose4={60134=1};choose31={60631=1};choose17={60335=1};choose1={60131=1};choose5={60135=1};choose13={60331=1};choose9={60233=1};choose49={60931=1};choose16={60334=1};choose23={60435=1};choose39={60733=1};choose45={60833=1};choose2={60132=1};choose27={60533=1};choose30={60536=1};choose43={60831=1};choose38={60732=1};choose44={60832=1};choose54={60936=1};choose26={60532=1};choose6={60136=1};choose42={60736=1};choose15={60333=1};choose3={60133=1};choose8={60232=1};choose14={60332=1};choose48={60836=1};choose35={60635=1};choose37={60731=1};choose10={60234=1};choose53={60935=1};choose19={60431=1};choose12={60236=1};choose25={60531=1};choose36={60636=1};choose41={60735=1};choose52={60934=1};choose18={60336=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7323,,,Selectable Purple Manual Chest  ,Rương Bí Kíp Tím Tự Chọn,Selectable Purple Manual Chest  ,หีบเลือกคัมภีร์สีม่วง  ,Peti Manual Ungu Pilihan  ,Pinipiling Lilang Kaba ng Manwal  ,Peti Manual Ungu Pilihan  ,,,config/item/box/box_30_1.png,,,Open to choose one Purple-grade skill manual.,Mở ra có thể tùy ý chọn một bí kíp phẩm chất tím.,Open to choose one Purple-grade skill manual.,เปิดเพื่อเลือกคัมภีร์ทักษะระดับม่วงหนึ่งเล่ม,Buka untuk memilih satu buku skill tingkat Ungu.,Buksan para pumili ng isang lilang skill manual.,Buka untuk memilih satu manual kemahiran tahap Ungu.,,,,,,4,,16,999,{choose24={60446=1};choose40={60744=1};choose29={60545=1};choose22={60444=1};choose11={60245=1};choose7={60241=1};choose28={60544=1};choose51={60943=1};choose33={60643=1};choose34={60644=1};choose47={60845=1};choose50={60942=1};choose21={60443=1};choose32={60642=1};choose46={60844=1};choose20={60442=1};choose4={60144=1};choose31={60641=1};choose17={60345=1};choose1={60141=1};choose5={60145=1};choose13={60341=1};choose9={60243=1};choose49={60941=1};choose16={60344=1};choose23={60445=1};choose39={60743=1};choose45={60843=1};choose2={60142=1};choose27={60543=1};choose30={60546=1};choose43={60841=1};choose38={60742=1};choose44={60842=1};choose54={60946=1};choose26={60542=1};choose6={60146=1};choose42={60746=1};choose15={60343=1};choose3={60143=1};choose8={60242=1};choose14={60342=1};choose48={60846=1};choose35={60645=1};choose37={60741=1};choose10={60244=1};choose53={60945=1};choose19={60441=1};choose12={60246=1};choose25={60541=1};choose36={60646=1};choose41={60745=1};choose52={60944=1};choose18={60346=1}},{choose24={60446=1};choose40={60744=1};choose29={60545=1};choose22={60444=1};choose11={60245=1};choose7={60241=1};choose28={60544=1};choose51={60943=1};choose33={60643=1};choose34={60644=1};choose47={60845=1};choose50={60942=1};choose21={60443=1};choose32={60642=1};choose46={60844=1};choose20={60442=1};choose4={60144=1};choose31={60641=1};choose17={60345=1};choose1={60141=1};choose5={60145=1};choose13={60341=1};choose9={60243=1};choose49={60941=1};choose16={60344=1};choose23={60445=1};choose39={60743=1};choose45={60843=1};choose2={60142=1};choose27={60543=1};choose30={60546=1};choose43={60841=1};choose38={60742=1};choose44={60842=1};choose54={60946=1};choose26={60542=1};choose6={60146=1};choose42={60746=1};choose15={60343=1};choose3={60143=1};choose8={60242=1};choose14={60342=1};choose48={60846=1};choose35={60645=1};choose37={60741=1};choose10={60244=1};choose53={60945=1};choose19={60441=1};choose12={60246=1};choose25={60541=1};choose36={60646=1};choose41={60745=1};choose52={60944=1};choose18={60346=1}},,{choose24={60446=1};choose40={60744=1};choose29={60545=1};choose22={60444=1};choose11={60245=1};choose7={60241=1};choose28={60544=1};choose51={60943=1};choose33={60643=1};choose34={60644=1};choose47={60845=1};choose50={60942=1};choose21={60443=1};choose32={60642=1};choose46={60844=1};choose20={60442=1};choose4={60144=1};choose31={60641=1};choose17={60345=1};choose1={60141=1};choose5={60145=1};choose13={60341=1};choose9={60243=1};choose49={60941=1};choose16={60344=1};choose23={60445=1};choose39={60743=1};choose45={60843=1};choose2={60142=1};choose27={60543=1};choose30={60546=1};choose43={60841=1};choose38={60742=1};choose44={60842=1};choose54={60946=1};choose26={60542=1};choose6={60146=1};choose42={60746=1};choose15={60343=1};choose3={60143=1};choose8={60242=1};choose14={60342=1};choose48={60846=1};choose35={60645=1};choose37={60741=1};choose10={60244=1};choose53={60945=1};choose19={60441=1};choose12={60246=1};choose25={60541=1};choose36={60646=1};choose41={60745=1};choose52={60944=1};choose18={60346=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324,,,Selectable Gold Manual Chest  ,Rương Báu Tự Chọn Bí Kíp Vàng,Selectable Gold Manual Chest  ,หีบเลือกคัมภีร์สีทอง  ,Peti Manual Emas Pilihan  ,Pinipiling Gintong Kaba ng Manwal  ,Peti Manual Emas Pilihan  ,,,config/item/box/box_30_2.png,,,Can choose one Orange-grade skill manual upon opening.,Có thể tùy ý chọn một bí kíp phẩm chất vàng sau khi mở.,Can choose one Orange-grade skill manual upon opening.,สามารถเลือกคัมภีร์ทักษะระดับส้มหนึ่งเล่มหลังเปิดได้,Dapat memilih satu buku skill tingkat Oranye saat dibuka.,Maaaring pumili ng isang dilaw na skill manual pag binuksan.,Boleh pilih satu manual kemahiran tahap Jingga selepas buka.,,,,,,5,,16,999,{choose24={60456=1};choose40={60754=1};choose29={60555=1};choose22={60454=1};choose11={60255=1};choose7={60251=1};choose28={60554=1};choose51={60953=1};choose33={60653=1};choose34={60654=1};choose47={60855=1};choose50={60952=1};choose21={60453=1};choose32={60652=1};choose46={60854=1};choose20={60452=1};choose4={60154=1};choose31={60651=1};choose17={60355=1};choose1={60151=1};choose5={60155=1};choose13={60351=1};choose9={60253=1};choose49={60951=1};choose16={60354=1};choose23={60455=1};choose39={60753=1};choose45={60853=1};choose2={60152=1};choose27={60553=1};choose30={60556=1};choose43={60851=1};choose38={60752=1};choose44={60852=1};choose54={60956=1};choose26={60552=1};choose6={60156=1};choose42={60756=1};choose15={60353=1};choose3={60153=1};choose8={60252=1};choose14={60352=1};choose48={60856=1};choose35={60655=1};choose37={60751=1};choose10={60254=1};choose53={60955=1};choose19={60451=1};choose12={60256=1};choose25={60551=1};choose36={60656=1};choose41={60755=1};choose52={60954=1};choose18={60356=1}},{choose24={60456=1};choose40={60754=1};choose29={60555=1};choose22={60454=1};choose11={60255=1};choose7={60251=1};choose28={60554=1};choose51={60953=1};choose33={60653=1};choose34={60654=1};choose47={60855=1};choose50={60952=1};choose21={60453=1};choose32={60652=1};choose46={60854=1};choose20={60452=1};choose4={60154=1};choose31={60651=1};choose17={60355=1};choose1={60151=1};choose5={60155=1};choose13={60351=1};choose9={60253=1};choose49={60951=1};choose16={60354=1};choose23={60455=1};choose39={60753=1};choose45={60853=1};choose2={60152=1};choose27={60553=1};choose30={60556=1};choose43={60851=1};choose38={60752=1};choose44={60852=1};choose54={60956=1};choose26={60552=1};choose6={60156=1};choose42={60756=1};choose15={60353=1};choose3={60153=1};choose8={60252=1};choose14={60352=1};choose48={60856=1};choose35={60655=1};choose37={60751=1};choose10={60254=1};choose53={60955=1};choose19={60451=1};choose12={60256=1};choose25={60551=1};choose36={60656=1};choose41={60755=1};choose52={60954=1};choose18={60356=1}},,{choose24={60456=1};choose40={60754=1};choose29={60555=1};choose22={60454=1};choose11={60255=1};choose7={60251=1};choose28={60554=1};choose51={60953=1};choose33={60653=1};choose34={60654=1};choose47={60855=1};choose50={60952=1};choose21={60453=1};choose32={60652=1};choose46={60854=1};choose20={60452=1};choose4={60154=1};choose31={60651=1};choose17={60355=1};choose1={60151=1};choose5={60155=1};choose13={60351=1};choose9={60253=1};choose49={60951=1};choose16={60354=1};choose23={60455=1};choose39={60753=1};choose45={60853=1};choose2={60152=1};choose27={60553=1};choose30={60556=1};choose43={60851=1};choose38={60752=1};choose44={60852=1};choose54={60956=1};choose26={60552=1};choose6={60156=1};choose42={60756=1};choose15={60353=1};choose3={60153=1};choose8={60252=1};choose14={60352=1};choose48={60856=1};choose35={60655=1};choose37={60751=1};choose10={60254=1};choose53={60955=1};choose19={60451=1};choose12={60256=1};choose25={60551=1};choose36={60656=1};choose41={60755=1};choose52={60954=1};choose18={60356=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,
7325,,,Selectable Red Manual Chest  ,Rương Bí Kíp Đỏ Tự Chọn,Selectable Red Manual Chest  ,หีบเลือกคัมภีร์สีแดง  ,Peti Manual Merah Pilihan  ,Pinipiling Pulang Kaba ng Manwal  ,Peti Manual Merah Pilihan  ,,,config/item/box/box_30_3.png,,,Open to choose one Red-grade skill manual.,Mở ra có thể tùy ý chọn một bí kíp phẩm chất đỏ.,Open to choose one Red-grade skill manual.,เปิดเพื่อเลือกคัมภีร์ทักษะระดับแดงหนึ่งเล่ม,Buka untuk memilih satu buku skill tingkat Merah.,Buksan para pumili ng isang pulang skill manual.,Buka untuk memilih satu manual kemahiran tahap Merah.,,,,,,6,,16,999,{choose24={60466=1};choose40={60764=1};choose29={60565=1};choose22={60464=1};choose11={60265=1};choose7={60261=1};choose28={60564=1};choose51={60963=1};choose33={60663=1};choose34={60664=1};choose47={60865=1};choose50={60962=1};choose21={60463=1};choose32={60662=1};choose46={60864=1};choose20={60462=1};choose4={60164=1};choose31={60661=1};choose17={60365=1};choose1={60161=1};choose5={60165=1};choose13={60361=1};choose9={60263=1};choose49={60961=1};choose16={60364=1};choose23={60465=1};choose39={60763=1};choose45={60863=1};choose2={60162=1};choose27={60563=1};choose30={60566=1};choose43={60861=1};choose38={60762=1};choose44={60862=1};choose54={60966=1};choose26={60562=1};choose6={60166=1};choose42={60766=1};choose15={60363=1};choose3={60163=1};choose8={60262=1};choose14={60362=1};choose48={60866=1};choose35={60665=1};choose37={60761=1};choose10={60264=1};choose53={60965=1};choose19={60461=1};choose12={60266=1};choose25={60561=1};choose36={60666=1};choose41={60765=1};choose52={60964=1};choose18={60366=1}},{choose24={60466=1};choose40={60764=1};choose29={60565=1};choose22={60464=1};choose11={60265=1};choose7={60261=1};choose28={60564=1};choose51={60963=1};choose33={60663=1};choose34={60664=1};choose47={60865=1};choose50={60962=1};choose21={60463=1};choose32={60662=1};choose46={60864=1};choose20={60462=1};choose4={60164=1};choose31={60661=1};choose17={60365=1};choose1={60161=1};choose5={60165=1};choose13={60361=1};choose9={60263=1};choose49={60961=1};choose16={60364=1};choose23={60465=1};choose39={60763=1};choose45={60863=1};choose2={60162=1};choose27={60563=1};choose30={60566=1};choose43={60861=1};choose38={60762=1};choose44={60862=1};choose54={60966=1};choose26={60562=1};choose6={60166=1};choose42={60766=1};choose15={60363=1};choose3={60163=1};choose8={60262=1};choose14={60362=1};choose48={60866=1};choose35={60665=1};choose37={60761=1};choose10={60264=1};choose53={60965=1};choose19={60461=1};choose12={60266=1};choose25={60561=1};choose36={60666=1};choose41={60765=1};choose52={60964=1};choose18={60366=1}},,{choose24={60466=1};choose40={60764=1};choose29={60565=1};choose22={60464=1};choose11={60265=1};choose7={60261=1};choose28={60564=1};choose51={60963=1};choose33={60663=1};choose34={60664=1};choose47={60865=1};choose50={60962=1};choose21={60463=1};choose32={60662=1};choose46={60864=1};choose20={60462=1};choose4={60164=1};choose31={60661=1};choose17={60365=1};choose1={60161=1};choose5={60165=1};choose13={60361=1};choose9={60263=1};choose49={60961=1};choose16={60364=1};choose23={60465=1};choose39={60763=1};choose45={60863=1};choose2={60162=1};choose27={60563=1};choose30={60566=1};choose43={60861=1};choose38={60762=1};choose44={60862=1};choose54={60966=1};choose26={60562=1};choose6={60166=1};choose42={60766=1};choose15={60363=1};choose3={60163=1};choose8={60262=1};choose14={60362=1};choose48={60866=1};choose35={60665=1};choose37={60761=1};choose10={60264=1};choose53={60965=1};choose19={60461=1};choose12={60266=1};choose25={60561=1};choose36={60666=1};choose41={60765=1};choose52={60964=1};choose18={60366=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,
7400,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={21221=1};choose3={21931=1};choose2={21903=1}},{choose1={21221=1};choose3={21931=1};choose2={21903=1}},,{choose1={21221=1};choose3={21931=1};choose2={21903=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7401,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={20163=1};choose3={23543=1};choose2={20731=1}},{choose1={20163=1};choose3={23543=1};choose2={20731=1}},,{choose1={20163=1};choose3={23543=1};choose2={20731=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7402,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={20242=1};choose3={20503=1};choose2={20333=1}},{choose1={20242=1};choose3={20503=1};choose2={20333=1}},,{choose1={20242=1};choose3={20503=1};choose2={20333=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7403,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={20593=1};choose3={20611=1};choose2={20603=1}},{choose1={20593=1};choose3={20611=1};choose2={20603=1}},,{choose1={20593=1};choose3={20611=1};choose2={20603=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7404,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={20631=1};choose3={20712=1};choose2={20641=1}},{choose1={20631=1};choose3={20712=1};choose2={20641=1}},,{choose1={20631=1};choose3={20712=1};choose2={20641=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7405,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={20863=1};choose3={21082=1};choose2={20883=1}},{choose1={20863=1};choose3={21082=1};choose2={20883=1}},,{choose1={20863=1};choose3={21082=1};choose2={20883=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7406,,,Shard Selection Box  ,Hộp Lựa Chọn Mảnh,Shard Selection Box  ,กล่องเลือกชิ้นส่วน  ,Kotak Pilihan Pecahan  ,Kahon ng Pagpili ng Piraso  ,Kotak Pilihan Serpihan  ,,,config/item/box/box_2_4.png,,,Open to select a designated hero shard.,Mở ra sẽ được chọn một mảnh tướng chỉ định.,Open to select a designated hero shard.,เปิดเพื่อเลือกเศษตัวละครที่กำหนด,Buka untuk memilih fragmen hero tertentu.,Buksan para pumili ng isang partikular na hero shard.,Buka untuk memilih serpihan hero tertentu.,,,,,,5,,16,,{choose1={21293=1};choose3={22033=1};choose2={21612=1}},{choose1={21293=1};choose3={22033=1};choose2={21612=1}},,{choose1={21293=1};choose3={22033=1};choose2={21612=1}},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
